"Harvested_Date","Mobile_id","location_id","Lot_ID","Date&Time","IP_ID","Item_Name","Quantity","Harvesting_ID","Field_ID","Date of Cooling","IP_Date","Subsequent_ID","Outbreak"
"2023-05-15",39,18,"LOT3923_IP_2023-05-15_18","2022-08-16","IP3923","Asiago Cheese",215,"H3923",7,"2022-08-15","2022-08-15","R3923","no"
"2023-04-12",173,80,"LOT3924_IP_2023-04-12_80","2023-01-11","IP3924","Creame Cheese",617,"H3924",29,"2023-01-10","2023-01-10","R3924","no"
"2023-05-09",200,92,"LOT3925_IP_2023-05-09_92","2022-09-11","IP3925","Feta Cheese",698,"H3925",34,"2022-09-11","2022-09-11","R3925","no"
"2023-04-07",42,20,"LOT3926_IP_2023-04-07_20","2023-02-03","IP3926","Asiago Cheese",224,"H3926",8,"2023-02-02","2023-02-02","R3926","no"
"2023-07-09",55,26,"LOT3927_IP_2023-07-09_26","2021-12-02","IP3927","Brie Cheese",262,"H3927",10,"2021-12-03","2021-12-03","R3927","no"
"2023-04-20",288,132,"LOT3928_IP_2023-04-20_132","2022-12-07","IP3928","Monterey Jack Cheese",963,"H3928",48,"2022-12-06","2022-12-06","R3928","yes"
"2023-06-19",260,120,"LOT3929_IP_2023-06-19_120","2022-03-04","IP3929","Jarlsberg Cheese",880,"H3929",43,"2022-03-04","2022-03-04","R3929","no"
"2023-05-22",222,102,"LOT3930_IP_2023-05-22_102","2022-07-12","IP3930","Farmer Made Organic Cheese",766,"H3930",37,"2022-07-11","2022-07-11","R3930","no"
"2023-04-18",169,78,"LOT3931_IP_2023-04-18_78","2022-12-15","IP3931","Cottage Cheese",606,"H3931",29,"2022-12-14","2022-12-14","R3931","no"
"2023-04-30",189,87,"LOT3932_IP_2023-04-30_87","2022-10-20","IP3932","Emmental Cheese",665,"H3932",32,"2022-10-19","2022-10-19","R3932","no"
"2023-07-28",83,39,"LOT3933_IP_2023-07-28_39","2021-09-06","IP3933","Camembert Cheese",348,"H3933",14,"2021-09-07","2021-09-07","R3933","no"
"2023-06-20",53,25,"LOT3934_IP_2023-06-20_25","2022-02-28","IP3934","Bocconcini Cheese",255,"H3934",9,"2022-02-28","2022-02-28","R3934","no"
"2023-04-23",89,41,"LOT3935_IP_2023-04-23_41","2022-11-25","IP3935","Cheddar Mix Cheese",366,"H3935",15,"2022-11-25","2022-11-25","R3935","no"
"2023-04-30",14,7,"LOT3936_IP_2023-04-30_7","2022-10-22","IP3936","Mozarilla Cheese",139,"H3936",3,"2022-10-22","2022-10-22","R3936","no"
"2023-07-20",289,133,"LOT3937_IP_2023-07-20_133","2021-10-11","IP3937","Monterey Jack Cheese",967,"H3937",48,"2021-10-12","2021-10-12","R3937","yes"
"2023-06-04",188,87,"LOT3938_IP_2023-06-04_87","2022-05-12","IP3938","Emmental Cheese",663,"H3938",32,"2022-05-12","2022-05-12","R3938","no"
"2023-05-26",255,117,"LOT3939_IP_2023-05-26_117","2022-06-24","IP3939","Havati Cheese",864,"H3939",43,"2022-06-24","2022-06-24","R3939","no"
"2023-05-28",43,20,"LOT3940_IP_2023-05-28_20","2022-06-16","IP3940","Asiago Cheese",228,"H3940",8,"2022-06-16","2022-06-16","R3940","no"
"2023-05-21",19,9,"LOT3941_IP_2023-05-21_9","2022-07-19","IP3941","Mozarilla Cheese",153,"H3941",4,"2022-07-19","2022-07-19","R3941","no"
"2023-08-03",6,3,"LOT3942_IP_2023-08-03_3","2021-08-10","IP3942","Blue Cheese",115,"H3942",2,"2021-08-11","2021-08-11","R3942","no"
"2023-04-04",279,129,"LOT3943_IP_2023-04-04_129","2023-02-21","IP3943","Monterey Jack Cheese",938,"H3943",47,"2023-02-20","2023-02-20","R3943","yes"
"2023-05-20",81,38,"LOT3944_IP_2023-05-20_38","2022-07-19","IP3944","Camembert Cheese",340,"H3944",14,"2022-07-19","2022-07-19","R3944","no"
"2023-05-03",124,57,"LOT3945_IP_2023-05-03_57","2022-10-08","IP3945","Swiss Cheese",471,"H3945",21,"2022-10-07","2022-10-07","R3945","no"
"2023-04-09",33,16,"LOT3946_IP_2023-04-09_16","2023-01-27","IP3946","American Cheese",196,"H3946",6,"2023-01-26","2023-01-26","SP946","no"
"2023-04-28",166,77,"LOT3947_IP_2023-04-28_77","2022-11-01","IP3947","Cottage Cheese",597,"H3947",28,"2022-10-31","2022-10-31","R3947","no"
"2023-07-04",204,94,"LOT3948_IP_2023-07-04_94","2021-12-23","IP3948","Gorgonzola Cheese",711,"H3948",34,"2021-12-24","2021-12-24","R3948","no"
"2023-05-13",146,68,"LOT3949_IP_2023-05-13_68","2022-08-24","IP3949","Cold_Pack Cheese",537,"H3949",25,"2022-08-23","2022-08-23","R3949","no"
"2023-04-09",96,45,"LOT3950_IP_2023-04-09_45","2023-01-28","IP3950","Cheddar Mix Cheese",387,"H3950",17,"2023-01-27","2023-01-27","R3950","no"
"2023-07-07",268,123,"LOT3951_IP_2023-07-07_123","2021-12-11","IP3951","Limburger Cheese",905,"H3951",45,"2021-12-12","2021-12-12","R3951","no"
"2023-07-13",130,60,"LOT3952_IP_2023-07-13_60","2021-11-14","IP3952","Colby Cheese",488,"H3952",22,"2021-11-15","2021-11-15","R3952","no"
"2023-07-22",213,98,"LOT3953_IP_2023-07-22_98","2021-10-03","IP3953","Gorgonzola Cheese",739,"H3953",36,"2021-10-03","2021-10-03","R3953","no"
"2023-07-25",141,65,"LOT3954_IP_2023-07-25_65","2021-09-21","IP3954","Cold_Pack Cheese",521,"H3954",24,"2021-09-22","2021-09-22","R3954","no"
"2023-04-10",278,128,"LOT3955_IP_2023-04-10_128","2023-01-21","IP3955","Limburger Cheese",934,"H3955",46,"2023-01-20","2023-01-20","R3955","yes"
"2023-05-11",162,75,"LOT3956_IP_2023-05-11_75","2022-08-31","IP3956","Cottage Cheese",584,"H3956",27,"2022-08-31","2022-08-31","R3956","no"
"2023-05-10",18,9,"LOT3957_IP_2023-05-10_9","2022-09-03","IP3957","Mozarilla Cheese",152,"H3957",4,"2022-09-03","2022-09-03","R3957","no"
"2023-03-28",140,65,"LOT3958_IP_2023-03-28_65","2023-03-25","IP3958","Cold_Pack Cheese",520,"H3958",24,"2023-03-24","2023-03-24","R3958","no"
"2023-07-21",150,69,"LOT3959_IP_2023-07-21_69","2021-10-07","IP3959","Cold_Pack Cheese",549,"H3959",25,"2021-10-08","2021-10-08","R3959","no"
"2023-05-08",31,15,"LOT3960_IP_2023-05-08_15","2022-09-13","IP3960","American Cheese",190,"H3960",6,"2022-09-13","2022-09-13","SP960","no"
"2023-04-03",246,113,"LOT3961_IP_2023-04-03_113","2023-02-21","IP3961","Gruyere Cheese",839,"H3961",41,"2023-02-21","2023-02-21","R3961","no"
"2023-06-11",265,122,"LOT3962_IP_2023-06-11_122","2022-04-10","IP3962","Jarlsberg Cheese",895,"H3962",44,"2022-04-10","2022-04-10","R3962","no"
"2023-07-26",182,84,"LOT3963_IP_2023-07-26_84","2021-09-16","IP3963","Creame Cheese",643,"H3963",31,"2021-09-17","2021-09-17","R3963","no"
"2023-07-07",88,41,"LOT3964_IP_2023-07-07_41","2021-12-11","IP3964","Cheddar Mix Cheese",361,"H3964",15,"2021-12-11","2021-12-11","R3964","no"
"2023-05-17",181,83,"LOT3965_IP_2023-05-17_83","2022-08-04","IP3965","Creame Cheese",640,"H3965",30,"2022-08-04","2022-08-04","R3965","no"
"2023-06-04",49,23,"LOT3966_IP_2023-06-04_23","2022-05-12","IP3966","Bocconcini Cheese",245,"H3966",9,"2022-05-12","2022-05-12","R3966","no"
"2023-07-25",253,117,"LOT3967_IP_2023-07-25_117","2021-09-18","IP3967","Havati Cheese",860,"H3967",42,"2021-09-19","2021-09-19","R3967","no"
"2023-05-09",257,118,"LOT3968_IP_2023-05-09_118","2022-09-08","IP3968","Havati Cheese",869,"H3968",43,"2022-09-08","2022-09-08","R3968","no"
"2023-04-24",108,50,"LOT3969_IP_2023-04-24_50","2022-11-21","IP3969","Pepper Jack Cheese",423,"H3969",19,"2022-11-20","2022-11-20","R3969","no"
"2023-04-24",53,25,"LOT3970_IP_2023-04-24_25","2022-11-17","IP3970","Bocconcini Cheese",255,"H3970",9,"2022-11-16","2022-11-16","R3970","no"
"2023-08-01",207,96,"LOT3971_IP_2023-08-01_96","2021-08-18","IP3971","Gorgonzola Cheese",721,"H3971",35,"2021-08-19","2021-08-19","R3971","no"
"2023-04-27",43,20,"LOT3972_IP_2023-04-27_20","2022-11-06","IP3972","Asiago Cheese",225,"H3972",8,"2022-11-05","2022-11-05","R3972","no"
"2023-04-15",284,131,"LOT3973_IP_2023-04-15_131","2022-12-31","IP3973","Monterey Jack Cheese",953,"H3973",47,"2022-12-30","2022-12-30","R3973","yes"
"2023-04-04",232,107,"LOT3974_IP_2023-04-04_107","2023-02-17","IP3974","Halloumi Cheese",794,"H3974",39,"2023-02-16","2023-02-16","R3974","no"
"2023-07-22",296,136,"LOT3975_IP_2023-07-22_136","2021-10-01","IP3975","Grated Parmesan Cheese",988,"H3975",49,"2021-10-02","2021-10-02","R3975","yes"
"2023-05-06",128,59,"LOT3976_IP_2023-05-06_59","2022-09-24","IP3976","Swiss Cheese",482,"H3976",22,"2022-09-24","2022-09-24","R3976","no"
"2023-06-30",278,128,"LOT3977_IP_2023-06-30_128","2022-01-11","IP3977","Limburger Cheese",933,"H3977",46,"2022-01-11","2022-01-11","R3977","yes"
"2023-07-07",284,130,"LOT3978_IP_2023-07-07_130","2021-12-10","IP3978","Monterey Jack Cheese",951,"H3978",47,"2021-12-11","2021-12-11","R3978","yes"
"2023-03-29",92,43,"LOT3979_IP_2023-03-29_43","2023-03-20","IP3979","Cheddar Mix Cheese",373,"H3979",16,"2023-03-19","2023-03-19","R3979","no"
"2023-08-01",235,108,"LOT3980_IP_2023-08-01_108","2021-08-19","IP3980","Halloumi Cheese",806,"H3980",39,"2021-08-20","2021-08-20","R3980","no"
"2023-07-28",186,86,"LOT3981_IP_2023-07-28_86","2021-09-07","IP3981","Emmental Cheese",657,"H3981",31,"2021-09-08","2021-09-08","R3981","no"
"2023-04-13",68,32,"LOT3982_IP_2023-04-13_32","2023-01-06","IP3982"," Burrata Cheese",301,"H3982",12,"2023-01-06","2023-01-06","R3982","no"
"2023-04-05",49,23,"LOT3983_IP_2023-04-05_23","2023-02-13","IP3983","Bocconcini Cheese",245,"H3983",9,"2023-02-12","2023-02-12","R3983","no"
"2023-04-24",158,73,"LOT3984_IP_2023-04-24_73","2022-11-18","IP3984","Cotija Cheese",572,"H3984",27,"2022-11-18","2022-11-18","R3984","no"
"2023-04-18",101,47,"LOT3985_IP_2023-04-18_47","2022-12-15","IP3985","Cheese Curds Cheese",400,"H3985",17,"2022-12-15","2022-12-15","R3985","no"
"2023-07-09",296,136,"LOT3986_IP_2023-07-09_136","2021-12-01","IP3986","Grated Parmesan Cheese",988,"H3986",49,"2021-12-01","2021-12-01","R3986","yes"
"2023-07-02",251,115,"LOT3987_IP_2023-07-02_115","2022-01-04","IP3987","Havati Cheese",852,"H3987",42,"2022-01-05","2022-01-05","R3987","no"
"2023-04-03",223,102,"LOT3988_IP_2023-04-03_102","2023-02-25","IP3988","Farmer Made Organic Cheese",767,"H3988",37,"2023-02-24","2023-02-24","R3988","no"
"2023-06-08",99,46,"LOT3989_IP_2023-06-08_46","2022-04-23","IP3989","Cheese Curds Cheese",395,"H3989",17,"2022-04-23","2022-04-23","R3989","no"
"2023-07-31",130,60,"LOT3990_IP_2023-07-31_60","2021-08-20","IP3990","Colby Cheese",488,"H3990",22,"2021-08-21","2021-08-21","R3990","no"
"2023-06-03",143,66,"LOT3991_IP_2023-06-03_66","2022-05-19","IP3991","Cold_Pack Cheese",526,"H3991",24,"2022-05-19","2022-05-19","R3991","no"
"2023-04-23",137,63,"LOT3992_IP_2023-04-23_63","2022-11-24","IP3992","Colby Cheese",508,"H3992",23,"2022-11-24","2022-11-24","R3992","no"
"2023-07-15",204,94,"LOT3993_IP_2023-07-15_94","2021-11-03","IP3993","Feta Cheese",711,"H3993",34,"2021-11-04","2021-11-04","R3993","no"
"2023-05-08",12,6,"LOT3994_IP_2023-05-08_6","2022-09-16","IP3994","Mozarilla Cheese",134,"H3994",3,"2022-09-15","2022-09-15","R3994","no"
"2023-04-04",145,67,"LOT3995_IP_2023-04-04_67","2023-02-18","IP3995","Cold_Pack Cheese",532,"H3995",25,"2023-02-17","2023-02-17","R3995","no"
"2023-04-28",91,42,"LOT3996_IP_2023-04-28_42","2022-10-31","IP3996","Cheddar Mix Cheese",371,"H3996",16,"2022-10-30","2022-10-30","R3996","no"
"2023-04-23",129,60,"LOT3997_IP_2023-04-23_60","2022-11-22","IP3997","Colby Cheese",486,"H3997",22,"2022-11-21","2022-11-21","R3997","no"
"2023-04-09",153,71,"LOT3998_IP_2023-04-09_71","2023-01-27","IP3998","Cotija Cheese",559,"H3998",26,"2023-01-26","2023-01-26","R3998","no"
"2023-04-11",213,98,"LOT3999_IP_2023-04-11_98","2023-01-19","IP3999","Gorgonzola Cheese",737,"H3999",36,"2023-01-18","2023-01-18","R3999","no"
"2023-06-26",234,108,"LOT4000_IP_2023-06-26_108","2022-02-02","IP4000","Halloumi Cheese",800,"H4000",39,"2022-02-02","2022-02-02","R4000","no"
"2023-05-11",150,69,"LOT4001_IP_2023-05-11_69","2022-08-30","IP4001","Cold_Pack Cheese",548,"H4001",25,"2022-08-30","2022-08-30","R4001","no"
"2023-07-02",101,47,"LOT4002_IP_2023-07-02_47","2022-01-02","IP4002","Cheese Curds Cheese",402,"H4002",17,"2022-01-03","2022-01-03","R4002","no"
"2023-07-21",241,111,"LOT4003_IP_2023-07-21_111","2021-10-09","IP4003","Gruyere Cheese",823,"H4003",40,"2021-10-10","2021-10-10","R4003","no"
"2023-04-10",174,80,"LOT4004_IP_2023-04-10_80","2023-01-24","IP4004","Creame Cheese",621,"H4004",29,"2023-01-23","2023-01-23","R4004","no"
"2023-06-26",195,90,"LOT4005_IP_2023-06-26_90","2022-01-31","IP4005","Feta Cheese",684,"H4005",33,"2022-01-31","2022-01-31","R4005","no"
"2023-04-02",91,42,"LOT4006_IP_2023-04-02_42","2023-02-27","IP4006","Cheddar Mix Cheese",372,"H4006",16,"2023-02-26","2023-02-26","R4006","no"
"2023-05-15",52,24,"LOT4007_IP_2023-05-15_24","2022-08-14","IP4007","Bocconcini Cheese",253,"H4007",9,"2022-08-13","2022-08-13","R4007","no"
"2023-04-27",200,92,"LOT4008_IP_2023-04-27_92","2022-11-07","IP4008","Feta Cheese",698,"H4008",34,"2022-11-06","2022-11-06","R4008","no"
"2023-08-03",142,65,"LOT4009_IP_2023-08-03_65","2021-08-07","IP4009","Cold_Pack Cheese",523,"H4009",24,"2021-08-08","2021-08-08","R4009","no"
"2023-07-16",164,76,"LOT4010_IP_2023-07-16_76","2021-10-29","IP4010","Cottage Cheese",590,"H4010",28,"2021-10-29","2021-10-29","R4010","no"
"2023-07-07",121,56,"LOT4011_IP_2023-07-07_56","2021-12-14","IP4011","Swiss Cheese",461,"H4011",21,"2021-12-14","2021-12-14","R4011","no"
"2023-07-06",101,47,"LOT4012_IP_2023-07-06_47","2021-12-18","IP4012","Cheese Curds Cheese",400,"H4012",17,"2021-12-19","2021-12-19","R4012","no"
"2023-03-28",208,96,"LOT4013_IP_2023-03-28_96","2023-03-23","IP4013","Gorgonzola Cheese",723,"H4013",35,"2023-03-22","2023-03-22","R4013","no"
"2023-05-11",281,129,"LOT4014_IP_2023-05-11_129","2022-09-03","IP4014","Monterey Jack Cheese",944,"H4014",47,"2022-09-02","2022-09-02","R4014","yes"
"2023-06-18",217,100,"LOT4015_IP_2023-06-18_100","2022-03-10","IP4015","Farmer Made Organic Cheese",752,"H4015",36,"2022-03-10","2022-03-10","R4015","no"
"2023-06-18",203,94,"LOT4016_IP_2023-06-18_94","2022-03-10","IP4016","Feta Cheese",708,"H4016",34,"2022-03-10","2022-03-10","R4016","no"
"2023-04-11",119,55,"LOT4017_IP_2023-04-11_55","2023-01-17","IP4017","Swiss Cheese",454,"H4017",20,"2023-01-16","2023-01-16","R4017","no"
"2023-06-19",288,133,"LOT4018_IP_2023-06-19_133","2022-03-05","IP4018","Monterey Jack Cheese",965,"H4018",48,"2022-03-05","2022-03-05","R4018","yes"
"2023-06-26",275,127,"LOT4019_IP_2023-06-26_127","2022-02-01","IP4019","Limburger Cheese",926,"H4019",46,"2022-02-01","2022-02-01","R4019","yes"
"2023-05-11",154,71,"LOT4020_IP_2023-05-11_71","2022-09-02","IP4020","Cotija Cheese",560,"H4020",26,"2022-09-02","2022-09-02","R4020","no"
"2023-06-27",174,80,"LOT4021_IP_2023-06-27_80","2022-01-25","IP4021","Creame Cheese",620,"H4021",29,"2022-01-25","2022-01-25","R4021","no"
"2023-05-28",139,64,"LOT4022_IP_2023-05-28_64","2022-06-15","IP4022","Colby Cheese",515,"H4022",24,"2022-06-15","2022-06-15","R4022","no"
"2023-06-02",132,61,"LOT4023_IP_2023-06-02_61","2022-05-22","IP4023","Colby Cheese",493,"H4023",22,"2022-05-22","2022-05-22","R4023","no"
"2023-05-09",31,15,"LOT4024_IP_2023-05-09_15","2022-09-10","IP4024","American Cheese",191,"H4024",6,"2022-09-09","2022-09-09","SP1024","no"
"2023-05-24",121,56,"LOT4025_IP_2023-05-24_56","2022-07-01","IP4025","Swiss Cheese",461,"H4025",21,"2022-07-01","2022-07-01","R4025","no"
"2023-07-25",35,17,"LOT4026_IP_2023-07-25_17","2021-09-17","IP4026","Asiago Cheese",203,"H4026",7,"2021-09-18","2021-09-18","R4026","no"
"2023-05-05",292,134,"LOT4027_IP_2023-05-05_134","2022-09-28","IP4027","Grated Parmesan Cheese",975,"H4027",49,"2022-09-28","2022-09-28","R4027","yes"
"2023-04-20",206,95,"LOT4028_IP_2023-04-20_95","2022-12-05","IP4028","Gorgonzola Cheese",717,"H4028",35,"2022-12-04","2022-12-04","R4028","no"
"2023-05-17",241,111,"LOT4029_IP_2023-05-17_111","2022-08-03","IP4029","Gruyere Cheese",821,"H4029",40,"2022-08-03","2022-08-03","R4029","no"
"2023-06-03",227,105,"LOT4030_IP_2023-06-03_105","2022-05-19","IP4030","Halloumi Cheese",780,"H4030",38,"2022-05-19","2022-05-19","R4030","no"
"2023-04-29",144,66,"LOT4031_IP_2023-04-29_66","2022-10-24","IP4031","Cold_Pack Cheese",530,"H4031",24,"2022-10-24","2022-10-24","R4031","no"
"2023-05-02",41,19,"LOT4032_IP_2023-05-02_19","2022-10-10","IP4032","Asiago Cheese",220,"H4032",8,"2022-10-10","2022-10-10","R4032","no"
"2023-04-27",198,91,"LOT4033_IP_2023-04-27_91","2022-11-06","IP4033","Feta Cheese",694,"H4033",33,"2022-11-06","2022-11-06","R4033","no"
"2023-06-05",47,22,"LOT4034_IP_2023-06-05_22","2022-05-08","IP4034","Bocconcini Cheese",239,"H4034",9,"2022-05-08","2022-05-08","R4034","no"
"2023-04-27",232,107,"LOT4035_IP_2023-04-27_107","2022-11-03","IP4035","Halloumi Cheese",795,"H4035",39,"2022-11-03","2022-11-03","R4035","no"
"2023-06-29",259,119,"LOT4036_IP_2023-06-29_119","2022-01-17","IP4036","Jarlsberg Cheese",878,"H4036",43,"2022-01-17","2022-01-17","R4036","no"
"2023-05-08",201,93,"LOT4037_IP_2023-05-08_93","2022-09-13","IP4037","Feta Cheese",702,"H4037",34,"2022-09-13","2022-09-13","R4037","no"
"2023-07-27",88,41,"LOT4038_IP_2023-07-27_41","2021-09-09","IP4038","Cheddar Mix Cheese",362,"H4038",15,"2021-09-10","2021-09-10","R4038","no"
"2023-06-08",60,28,"LOT4039_IP_2023-06-08_28","2022-04-27","IP4039","Brie Cheese",279,"H4039",11,"2022-04-27","2022-04-27","R4039","no"
"2023-04-07",139,64,"LOT4040_IP_2023-04-07_64","2023-02-07","IP4040","Colby Cheese",514,"H4040",24,"2023-02-06","2023-02-06","R4040","no"
"2023-07-14",296,136,"LOT4041_IP_2023-07-14_136","2021-11-11","IP4041","Grated Parmesan Cheese",988,"H4041",49,"2021-11-12","2021-11-12","R4041","yes"
"2023-06-05",190,88,"LOT4042_IP_2023-06-05_88","2022-05-06","IP4042","Emmental Cheese",669,"H4042",32,"2022-05-06","2022-05-06","R4042","no"
"2023-03-29",133,62,"LOT4043_IP_2023-03-29_62","2023-03-19","IP4043","Colby Cheese",498,"H4043",23,"2023-03-18","2023-03-18","R4043","no"
"2023-06-10",98,45,"LOT4044_IP_2023-06-10_45","2022-04-14","IP4044","Cheese Curds Cheese",392,"H4044",17,"2022-04-14","2022-04-14","R4044","no"
"2023-07-12",120,56,"LOT4045_IP_2023-07-12_56","2021-11-19","IP4045","Swiss Cheese",459,"H4045",21,"2021-11-19","2021-11-19","R4045","no"
"2023-06-07",128,59,"LOT4046_IP_2023-06-07_59","2022-04-27","IP4046","Swiss Cheese",483,"H4046",22,"2022-04-27","2022-04-27","R4046","no"
"2023-06-22",165,76,"LOT4047_IP_2023-06-22_76","2022-02-18","IP4047","Cottage Cheese",593,"H4047",28,"2022-02-18","2022-02-18","R4047","no"
"2023-07-06",28,13,"LOT4048_IP_2023-07-06_13","2021-12-16","IP4048","American Cheese",180,"H4048",5,"2021-12-17","2021-12-17","SP1048","no"
"2023-07-14",47,22,"LOT4049_IP_2023-07-14_22","2021-11-07","IP4049","Bocconcini Cheese",238,"H4049",9,"2021-11-08","2021-11-08","R4049","no"
"2023-05-05",176,81,"LOT4050_IP_2023-05-05_81","2022-09-29","IP4050","Creame Cheese",628,"H4050",30,"2022-09-28","2022-09-28","R4050","no"
"2023-05-06",113,52,"LOT4051_IP_2023-05-06_52","2022-09-23","IP4051","Pepper Jack Cheese",438,"H4051",19,"2022-09-23","2022-09-23","R4051","no"
"2023-06-16",132,61,"LOT4052_IP_2023-06-16_61","2022-03-19","IP4052","Colby Cheese",494,"H4052",22,"2022-03-19","2022-03-19","R4052","no"
"2023-04-22",256,118,"LOT4053_IP_2023-04-22_118","2022-11-30","IP4053","Havati Cheese",868,"H4053",43,"2022-11-29","2022-11-29","R4053","no"
"2023-05-17",88,41,"LOT4054_IP_2023-05-17_41","2022-08-06","IP4054","Cheddar Mix Cheese",361,"H4054",15,"2022-08-06","2022-08-06","R4054","no"
"2023-07-11",68,32,"LOT4055_IP_2023-07-11_32","2021-11-23","IP4055"," Burrata Cheese",302,"H4055",12,"2021-11-24","2021-11-24","R4055","no"
"2023-07-21",140,64,"LOT4056_IP_2023-07-21_64","2021-10-08","IP4056","Colby Cheese",517,"H4056",24,"2021-10-09","2021-10-09","R4056","no"
"2023-06-08",242,111,"LOT4057_IP_2023-06-08_111","2022-04-23","IP4057","Gruyere Cheese",824,"H4057",40,"2022-04-23","2022-04-23","R4057","no"
"2023-07-08",10,5,"LOT4058_IP_2023-07-08_5","2021-12-06","IP4058","Blue Cheese",127,"H4058",2,"2021-12-07","2021-12-07","R4058","no"
"2023-07-04",34,16,"LOT4059_IP_2023-07-04_16","2021-12-24","IP4059","Asiago Cheese",200,"H4059",6,"2021-12-24","2021-12-24","R4059","no"
"2023-05-14",199,92,"LOT4060_IP_2023-05-14_92","2022-08-16","IP4060","Feta Cheese",696,"H4060",33,"2022-08-16","2022-08-16","R4060","no"
"2023-06-01",290,133,"LOT4061_IP_2023-06-01_133","2022-05-26","IP4061","Grated Parmesan Cheese",970,"H4061",48,"2022-05-26","2022-05-26","R4061","yes"
"2023-06-12",146,67,"LOT4062_IP_2023-06-12_67","2022-04-08","IP4062","Cold_Pack Cheese",535,"H4062",25,"2022-04-08","2022-04-08","R4062","no"
"2023-06-18",73,34,"LOT4063_IP_2023-06-18_34","2022-03-08","IP4063"," Burrata Cheese",316,"H4063",13,"2022-03-08","2022-03-08","R4063","no"
"2023-06-16",62,29,"LOT4064_IP_2023-06-16_29","2022-03-18","IP4064","Brie Cheese",283,"H4064",11,"2022-03-19","2022-03-19","R4064","no"
"2023-03-31",76,36,"LOT4065_IP_2023-03-31_36","2023-03-10","IP4065","Camembert Cheese",327,"H4065",13,"2023-03-09","2023-03-09","R4065","no"
"2023-07-26",73,34,"LOT4066_IP_2023-07-26_34","2021-09-13","IP4066"," Burrata Cheese",315,"H4066",13,"2021-09-14","2021-09-14","R4066","no"
"2023-04-17",166,76,"LOT4067_IP_2023-04-17_76","2022-12-22","IP4067","Cottage Cheese",595,"H4067",28,"2022-12-21","2022-12-21","R4067","no"
"2023-07-18",50,23,"LOT4068_IP_2023-07-18_23","2021-10-23","IP4068","Bocconcini Cheese",248,"H4068",9,"2021-10-24","2021-10-24","R4068","no"
"2023-07-03",77,36,"LOT4069_IP_2023-07-03_36","2021-12-30","IP4069","Camembert Cheese",328,"H4069",13,"2021-12-31","2021-12-31","R4069","no"
"2023-07-11",33,15,"LOT4070_IP_2023-07-11_15","2021-11-24","IP4070","American Cheese",195,"H4070",6,"2021-11-24","2021-11-24","SP1070","no"
"2023-07-14",238,110,"LOT4071_IP_2023-07-14_110","2021-11-07","IP4071","Gruyere Cheese",814,"H4071",40,"2021-11-08","2021-11-08","R4071","no"
"2023-05-29",5,3,"LOT4072_IP_2023-05-29_3","2022-06-10","IP4072","Blue Cheese",112,"H4072",2,"2022-06-10","2022-06-10","R4072","no"
"2023-04-17",177,81,"LOT4073_IP_2023-04-17_81","2022-12-19","IP4073","Creame Cheese",628,"H4073",30,"2022-12-18","2022-12-18","R4073","no"
"2023-06-05",139,64,"LOT4074_IP_2023-06-05_64","2022-05-07","IP4074","Colby Cheese",516,"H4074",24,"2022-05-07","2022-05-07","R4074","no"
"2023-05-17",162,75,"LOT4075_IP_2023-05-17_75","2022-08-02","IP4075","Cottage Cheese",583,"H4075",27,"2022-08-02","2022-08-02","R4075","no"
"2023-07-06",219,101,"LOT4076_IP_2023-07-06_101","2021-12-15","IP4076","Farmer Made Organic Cheese",757,"H4076",37,"2021-12-15","2021-12-15","R4076","no"
"2023-04-13",292,134,"LOT4077_IP_2023-04-13_134","2023-01-10","IP4077","Grated Parmesan Cheese",977,"H4077",49,"2023-01-10","2023-01-10","R4077","yes"
"2023-05-01",260,120,"LOT4078_IP_2023-05-01_120","2022-10-18","IP4078","Jarlsberg Cheese",880,"H4078",43,"2022-10-18","2022-10-18","R4078","no"
"2023-06-22",187,86,"LOT4079_IP_2023-06-22_86","2022-02-18","IP4079","Emmental Cheese",660,"H4079",31,"2022-02-19","2022-02-19","R4079","no"
"2023-04-24",180,83,"LOT4080_IP_2023-04-24_83","2022-11-18","IP4080","Creame Cheese",640,"H4080",30,"2022-11-17","2022-11-17","R4080","no"
"2023-03-31",257,118,"LOT4081_IP_2023-03-31_118","2023-03-09","IP4081","Havati Cheese",869,"H4081",43,"2023-03-08","2023-03-08","R4081","no"
"2023-07-20",279,129,"LOT4082_IP_2023-07-20_129","2021-10-13","IP4082","Monterey Jack Cheese",938,"H4082",47,"2021-10-14","2021-10-14","R4082","yes"
"2023-04-11",25,12,"LOT4083_IP_2023-04-11_12","2023-01-18","IP4083","American Cheese",172,"H4083",5,"2023-01-17","2023-01-17","SP1083","no"
"2023-04-13",282,130,"LOT4084_IP_2023-04-13_130","2023-01-08","IP4084","Monterey Jack Cheese",945,"H4084",47,"2023-01-07","2023-01-07","R4084","yes"
"2023-05-07",241,111,"LOT4085_IP_2023-05-07_111","2022-09-21","IP4085","Gruyere Cheese",822,"H4085",40,"2022-09-21","2022-09-21","R4085","no"
"2023-07-09",86,40,"LOT4086_IP_2023-07-09_40","2021-12-01","IP4086","Camembert Cheese",356,"H4086",15,"2021-12-02","2021-12-02","R4086","no"
"2023-04-24",72,33,"LOT4087_IP_2023-04-24_33","2022-11-18","IP4087"," Burrata Cheese",312,"H4087",13,"2022-11-18","2022-11-18","R4087","no"
