"Date of Landing","Lot_ID","Product_Desc","Quantity","Harvesting_Details","Lot_ID_Desc","Outbreak"
"2023-03-23",6925,"Jumbo Lump Crab MEat",585,"Windmill Pond","LOT6925 2023-03-23 Windmill Pond","no"
"2022-08-26",9379,"COLOSSAL LUMP crab Meat",757,"Tippecanoe Lake","LOT9379 2022-08-26 Tippecanoe Lake","yes"
"2022-02-24",7239,"Jumbo Lump Crab MEat",607,"Windmill Pond","LOT7239 2022-02-24 Windmill Pond","yes"
"2022-02-24",6759,"Red_Snaper_Fish",573,"Horsepen Pond","LOT6759 2022-02-24 Horsepen Pond","no"
"2023-01-15",3930,"Ballon_Fish",375,"DragonFLy Park","LOT3930 2023-01-15 DragonFLy Park","no"
"2022-02-19",9609,"Item",773,"Tippecanoe Lake","LOT9609 2022-02-19 Tippecanoe Lake","yes"
"2022-01-16",9174,"COLOSSAL LUMP crab Meat",742,"Aldred Pond","LOT9174 2022-01-16 Aldred Pond","yes"
"2022-08-26",5107,"File_Fish",457,"Beaverdam Creek","LOT5107 2022-08-26 Beaverdam Creek","no"
"2022-01-09",5783,"Frog_fish",505,"Bullfrog Fishing Hole","LOT5783 2022-01-09 Bullfrog Fishing Hole","no"
"2022-06-04",4610,"Cat_Fish",423,"Quail Ridge Lake Access","LOT4610 2022-06-04 Quail Ridge Lake Access","no"
"2022-05-11",4367,"Cat_Fish",406,"DragonFLy Park","LOT4367 2022-05-11 DragonFLy Park","no"
"2022-09-02",1014,"Shrimp",171,"Pond Area Fishing","LOT1014 2022-09-02 Pond Area Fishing","no"
"2022-06-21",4016,"Ballon_Fish",381,"DragonFLy Park","LOT4016 2022-06-21 DragonFLy Park","no"
"2021-08-28",1151,"Crab or Crab Meat",180,"Pond Area Fishing","LOT1151 2021-08-28 Pond Area Fishing","no"
"2022-09-21",9723,"Item",781,"Tippecanoe Lake","LOT9723 2022-09-21 Tippecanoe Lake","yes"
"2022-12-01",6852,"Jumbo Lump Crab MEat",580,"Horsepen Pond","LOT6852 2022-12-01 Horsepen Pond","no"
"2022-07-25",8017,"Cocktail Claws Carb Meat",661,"Silver Lake Regional Park","LOT8017 2022-07-25 Silver Lake Regional Park","yes"
"2022-05-08",7558,"Lump Crab Meat",629,"Silver Lake Regional Park","LOT7558 2022-05-08 Silver Lake Regional Park","yes"
"2022-10-18",4774,"File_Fish",434,"Quail Ridge Lake Access","LOT4774 2022-10-18 Quail Ridge Lake Access","no"
"2022-10-04",1336,"Crab or Crab Meat",193,"Camp Area Fishing","LOT1336 2022-10-04 Camp Area Fishing","no"
"2022-11-01",6595,"Red_Snaper_Fish",562,"Horsepen Pond","LOT6595 2022-11-01 Horsepen Pond","no"
"2022-04-26",1541,"Crab or Crab Meat",208,"Camp Area Fishing","LOT1541 2022-04-26 Camp Area Fishing","no"
"2022-10-29",7718,"Lump Crab Meat",640,"Silver Lake Regional Park","LOT7718 2022-10-29 Silver Lake Regional Park","yes"
"2022-01-01",8641,"Claws Crab Meat",705,"Fishing Pier","LOT8641 2022-01-01 Fishing Pier","yes"
"2022-09-06",6685,"Red_Snaper_Fish",568,"Horsepen Pond","LOT6685 2022-09-06 Horsepen Pond","no"
"2021-08-19",2909,"White_Fish",304,"Feild Point Fishing","LOT2909 2021-08-19 Feild Point Fishing","no"
"2022-04-15",1987,"Lobster",239,"Scout high point fishing","LOT1987 2022-04-15 Scout high point fishing","no"
"2023-02-05",4605,"Cat_Fish",422,"Quail Ridge Lake Access","LOT4605 2023-02-05 Quail Ridge Lake Access","no"
"2021-10-24",9869,"Item",791,"Tippecanoe Lake","LOT9869 2021-10-24 Tippecanoe Lake","yes"
"2022-04-24",6320,"Red_Snaper_Fish",542,"Horsepen Pond","LOT6320 2022-04-24 Horsepen Pond","no"
"2023-03-19",4427,"Cat_Fish",410,"Quail Ridge Lake Access","LOT4427 2023-03-19 Quail Ridge Lake Access","no"
"2022-04-01",3248,"Angel_Fish",327,"Lake Birchwood","LOT3248 2022-04-01 Lake Birchwood","no"
"2021-11-01",3995,"Ballon_Fish",380,"DragonFLy Park","LOT3995 2021-11-01 DragonFLy Park","no"
"2022-04-15",4260,"Cat_Fish",398,"DragonFLy Park","LOT4260 2022-04-15 DragonFLy Park","no"
"2022-02-03",5481,"Frog_fish",484,"Beaverdam Creek","LOT5481 2022-02-03 Beaverdam Creek","no"
"2021-11-29",887,"Shrimp",162,"Pond Area Fishing","LOT887 2021-11-29 Pond Area Fishing","no"
"2021-10-19",1532,"Crab or Crab Meat",207,"Camp Area Fishing","LOT1532 2021-10-19 Camp Area Fishing","no"
"2022-09-22",5863,"Gold Fish",510,"Bullfrog Fishing Hole","LOT5863 2022-09-22 Bullfrog Fishing Hole","no"
"2022-09-17",3758,"Ballon_Fish",363,"DragonFLy Park","LOT3758 2022-09-17 DragonFLy Park","no"
"2022-03-05",4373,"Cat_Fish",406,"DragonFLy Park","LOT4373 2022-03-05 DragonFLy Park","no"
"2022-11-26",8534,"Claws Crab Meat",697,"Fishing Pier","LOT8534 2022-11-26 Fishing Pier","yes"
"2022-07-29",2903,"White_Fish",303,"Feild Point Fishing","LOT2903 2022-07-29 Feild Point Fishing","no"
"2021-11-05",2249,"Tuna",257,"Scout high point fishing","LOT2249 2021-11-05 Scout high point fishing","no"
"2021-09-19",4634,"Cat_Fish",424,"Quail Ridge Lake Access","LOT4634 2021-09-19 Quail Ridge Lake Access","no"
"2022-04-11",8047,"Cocktail Claws Carb Meat",663,"Silver Lake Regional Park","LOT8047 2022-04-11 Silver Lake Regional Park","yes"
"2021-11-19",302,"Salmon",121,"Outshore Fishing Area","LOT302 2021-11-19 Outshore Fishing Area","no"
"2021-12-07",1108,"Crab or Crab Meat",178,"Pond Area Fishing","LOT1108 2021-12-07 Pond Area Fishing","no"
"2022-08-08",6624,"Red_Snaper_Fish",564,"Horsepen Pond","LOT6624 2022-08-08 Horsepen Pond","no"
"2022-05-14",9663,"Item",776,"Tippecanoe Lake","LOT9663 2022-05-14 Tippecanoe Lake","yes"
"2022-03-26",4836,"File_Fish",438,"Quail Ridge Lake Access","LOT4836 2022-03-26 Quail Ridge Lake Access","no"
"2022-02-21",2403,"Tuna",268,"Scout high point fishing","LOT2403 2022-02-21 Scout high point fishing","no"
"2022-03-05",2032,"Lobster",242,"Scout high point fishing","LOT2032 2022-03-05 Scout high point fishing","no"
"2023-03-09",2521,"Tuna",276,"Feild Point Fishing","LOT2521 2023-03-09 Feild Point Fishing","no"
"2021-08-23",2392,"Tuna",267,"Scout high point fishing","LOT2392 2021-08-23 Scout high point fishing","no"
"2022-12-18",5504,"Frog_fish",485,"Beaverdam Creek","LOT5504 2022-12-18 Beaverdam Creek","no"
"2021-10-04",1641,"Lobster",215,"Camp Area Fishing","LOT1641 2021-10-04 Camp Area Fishing","no"
"2021-12-14",2537,"Tuna",278,"Feild Point Fishing","LOT2537 2021-12-14 Feild Point Fishing","no"
"2021-11-06",1056,"Crab or Crab Meat",174,"Pond Area Fishing","LOT1056 2021-11-06 Pond Area Fishing","no"
"2021-10-20",7936,"Cocktail Claws Carb Meat",656,"Silver Lake Regional Park","LOT7936 2021-10-20 Silver Lake Regional Park","yes"
"2022-05-31",139,"Salmon",110,"Outshore Fishing Area","LOT139 2022-05-31 Outshore Fishing Area","no"
"2022-12-15",5872,"Gold Fish",511,"Bullfrog Fishing Hole","LOT5872 2022-12-15 Bullfrog Fishing Hole","no"
"2022-04-25",4618,"Cat_Fish",423,"Quail Ridge Lake Access","LOT4618 2022-04-25 Quail Ridge Lake Access","no"
"2022-07-25",5373,"Frog_fish",476,"Beaverdam Creek","LOT5373 2022-07-25 Beaverdam Creek","no"
"2021-11-27",7296,"Jumbo Lump Crab MEat",611,"Windmill Pond","LOT7296 2021-11-27 Windmill Pond","yes"
"2023-01-08",9741,"Item",782,"Tippecanoe Lake","LOT9741 2023-01-08 Tippecanoe Lake","yes"
"2022-10-12",8667,"Claws Crab Meat",707,"Fishing Pier","LOT8667 2022-10-12 Fishing Pier","yes"
"2022-02-04",6223,"Gold Fish",536,"Bullfrog Fishing Hole","LOT6223 2022-02-04 Bullfrog Fishing Hole","no"
"2022-11-13",6003,"Gold Fish",520,"Bullfrog Fishing Hole","LOT6003 2022-11-13 Bullfrog Fishing Hole","no"
"2023-03-09",8550,"Claws Crab Meat",698,"Fishing Pier","LOT8550 2023-03-09 Fishing Pier","yes"
"2021-09-24",9313,"COLOSSAL LUMP crab Meat",752,"Aldred Pond","LOT9313 2021-09-24 Aldred Pond","yes"
"2023-01-16",797,"Shrimp",156,"Pond Area Fishing","LOT797 2023-01-16 Pond Area Fishing","no"
"2023-01-05",9385,"COLOSSAL LUMP crab Meat",757,"Tippecanoe Lake","LOT9385 2023-01-05 Tippecanoe Lake","yes"
"2022-09-14",8020,"Cocktail Claws Carb Meat",661,"Silver Lake Regional Park","LOT8020 2022-09-14 Silver Lake Regional Park","yes"
"2021-11-14",2847,"White_Fish",299,"Feild Point Fishing","LOT2847 2021-11-14 Feild Point Fishing","no"
"2022-11-13",2361,"Tuna",265,"Scout high point fishing","LOT2361 2022-11-13 Scout high point fishing","no"
"2021-12-31",6402,"Red_Snaper_Fish",548,"Horsepen Pond","LOT6402 2021-12-31 Horsepen Pond","no"
"2021-09-13",2516,"Tuna",276,"Feild Point Fishing","LOT2516 2021-09-13 Feild Point Fishing","no"
"2022-10-22",3102,"White_Fish",317,"Feild Point Fishing","LOT3102 2022-10-22 Feild Point Fishing","no"
"2022-10-14",7604,"Lump Crab Meat",632,"Silver Lake Regional Park","LOT7604 2022-10-14 Silver Lake Regional Park","yes"
"2022-02-26",7712,"Lump Crab Meat",640,"Silver Lake Regional Park","LOT7712 2022-02-26 Silver Lake Regional Park","yes"
"2021-09-21",1062,"Crab or Crab Meat",174,"Pond Area Fishing","LOT1062 2021-09-21 Pond Area Fishing","no"
"2022-12-19",2199,"Tuna",254,"Scout high point fishing","LOT2199 2022-12-19 Scout high point fishing","no"
"2022-06-17",6974,"Jumbo Lump Crab MEat",588,"Windmill Pond","LOT6974 2022-06-17 Windmill Pond","no"
"2022-11-27",1377,"Crab or Crab Meat",196,"Camp Area Fishing","LOT1377 2022-11-27 Camp Area Fishing","no"
"2023-03-08",5708,"Frog_fish",500,"Bullfrog Fishing Hole","LOT5708 2023-03-08 Bullfrog Fishing Hole","no"
"2022-09-25",9429,"COLOSSAL LUMP crab Meat",760,"Tippecanoe Lake","LOT9429 2022-09-25 Tippecanoe Lake","yes"
"2023-01-10",1156,"Crab or Crab Meat",181,"Pond Area Fishing","LOT1156 2023-01-10 Pond Area Fishing","no"
"2023-03-26",990,"Shrimp",169,"Pond Area Fishing","LOT990 2023-03-26 Pond Area Fishing","no"
"2022-09-16",1834,"Lobster",228,"Camp Area Fishing","LOT1834 2022-09-16 Camp Area Fishing","no"
"2021-08-27",2548,"Tuna",278,"Feild Point Fishing","LOT2548 2021-08-27 Feild Point Fishing","no"
"2021-08-25",8566,"Claws Crab Meat",700,"Fishing Pier","LOT8566 2021-08-25 Fishing Pier","yes"
"2023-03-16",7229,"Jumbo Lump Crab MEat",606,"Windmill Pond","LOT7229 2023-03-16 Windmill Pond","yes"
"2023-02-18",3735,"Ballon_Fish",361,"Lake Birchwood","LOT3735 2023-02-18 Lake Birchwood","no"
"2021-08-17",5500,"Frog_fish",485,"Beaverdam Creek","LOT5500 2021-08-17 Beaverdam Creek","no"
"2021-12-16",157,"Salmon",111,"Outshore Fishing Area","LOT157 2021-12-16 Outshore Fishing Area","no"
"2021-11-28",7473,"Lump Crab Meat",623,"Windmill Pond","LOT7473 2021-11-28 Windmill Pond","yes"
"2022-11-09",433,"Salmon",130,"Outshore Fishing Area","LOT433 2022-11-09 Outshore Fishing Area","no"
"2022-09-29",6699,"Red_Snaper_Fish",569,"Horsepen Pond","LOT6699 2022-09-29 Horsepen Pond","no"
"2021-08-18",2018,"Lobster",241,"Scout high point fishing","LOT2018 2021-08-18 Scout high point fishing","no"
"2021-12-23",7142,"Jumbo Lump Crab MEat",600,"Windmill Pond","LOT7142 2021-12-23 Windmill Pond","yes"
"2021-10-31",6001,"Gold Fish",520,"Bullfrog Fishing Hole","LOT6001 2021-10-31 Bullfrog Fishing Hole","no"
"2022-12-30",2377,"Tuna",266,"Scout high point fishing","LOT2377 2022-12-30 Scout high point fishing","no"
"2023-02-14",3374,"Angel_Fish",336,"Lake Birchwood","LOT3374 2023-02-14 Lake Birchwood","no"
"2021-08-19",727,"Shrimp",151,"Pond Area Fishing","LOT727 2021-08-19 Pond Area Fishing","no"
"2022-02-02",5926,"Gold Fish",515,"Bullfrog Fishing Hole","LOT5926 2022-02-02 Bullfrog Fishing Hole","no"
"2021-07-20",217,"Salmon",115,"Outshore Fishing Area","LOT217 2021-07-20 Outshore Fishing Area","no"
"2022-07-26",7346,"Jumbo Lump Crab MEat",614,"Windmill Pond","LOT7346 2022-07-26 Windmill Pond","yes"
"2022-10-02",77,"Salmon",105,"Outshore Fishing Area","LOT77 2022-10-02 Outshore Fishing Area","no"
"2022-06-01",6012,"Gold Fish",521,"Bullfrog Fishing Hole","LOT6012 2022-06-01 Bullfrog Fishing Hole","no"
"2021-11-29",9561,"Item",769,"Tippecanoe Lake","LOT9561 2021-11-29 Tippecanoe Lake","yes"
"2023-01-11",4588,"Cat_Fish",421,"Quail Ridge Lake Access","LOT4588 2023-01-11 Quail Ridge Lake Access","no"
"2022-07-18",2457,"Tuna",272,"Scout high point fishing","LOT2457 2022-07-18 Scout high point fishing","no"
"2021-11-20",3171,"Angel_Fish",322,"Lake Birchwood","LOT3171 2021-11-20 Lake Birchwood","no"
"2021-10-18",5744,"Frog_fish",502,"Bullfrog Fishing Hole","LOT5744 2021-10-18 Bullfrog Fishing Hole","no"
"2022-02-11",5321,"Frog_fish",472,"Beaverdam Creek","LOT5321 2022-02-11 Beaverdam Creek","no"
"2023-03-22",1136,"Crab or Crab Meat",179,"Pond Area Fishing","LOT1136 2023-03-22 Pond Area Fishing","no"
"2022-07-09",8072,"Cocktail Claws Carb Meat",665,"Silver Lake Regional Park","LOT8072 2022-07-09 Silver Lake Regional Park","yes"
"2022-10-22",7827,"Lump Crab Meat",648,"Silver Lake Regional Park","LOT7827 2022-10-22 Silver Lake Regional Park","yes"
"2021-11-04",3642,"Angel_Fish",355,"Lake Birchwood","LOT3642 2021-11-04 Lake Birchwood","no"
"2021-10-10",6807,"Red_Snaper_Fish",576,"Horsepen Pond","LOT6807 2021-10-10 Horsepen Pond","no"
"2022-12-13",8074,"Cocktail Claws Carb Meat",665,"Silver Lake Regional Park","LOT8074 2022-12-13 Silver Lake Regional Park","yes"
"2022-11-30",923,"Shrimp",165,"Pond Area Fishing","LOT923 2022-11-30 Pond Area Fishing","no"
"2022-04-21",9030,"COLOSSAL LUMP crab Meat",732,"Aldred Pond","LOT9030 2022-04-21 Aldred Pond","yes"
"2021-07-22",9027,"COLOSSAL LUMP crab Meat",732,"Aldred Pond","LOT9027 2021-07-22 Aldred Pond","yes"
"2022-03-08",5109,"File_Fish",458,"Beaverdam Creek","LOT5109 2022-03-08 Beaverdam Creek","no"
"2022-10-15",6599,"Red_Snaper_Fish",562,"Horsepen Pond","LOT6599 2022-10-15 Horsepen Pond","no"
"2022-09-12",3935,"Ballon_Fish",375,"DragonFLy Park","LOT3935 2022-09-12 DragonFLy Park","no"
"2021-12-28",3040,"White_Fish",313,"Feild Point Fishing","LOT3040 2021-12-28 Feild Point Fishing","no"
"2021-08-05",7286,"Jumbo Lump Crab MEat",610,"Windmill Pond","LOT7286 2021-08-05 Windmill Pond","yes"
"2022-01-11",7430,"Lump Crab Meat",620,"Windmill Pond","LOT7430 2022-01-11 Windmill Pond","yes"
"2021-12-13",3019,"White_Fish",311,"Feild Point Fishing","LOT3019 2021-12-13 Feild Point Fishing","no"
"2022-09-08",8819,"Claws Crab Meat",717,"Aldred Pond","LOT8819 2022-09-08 Aldred Pond","yes"
"2021-10-22",4845,"File_Fish",439,"Quail Ridge Lake Access","LOT4845 2021-10-22 Quail Ridge Lake Access","no"
"2022-07-08",4666,"Cat_Fish",427,"Quail Ridge Lake Access","LOT4666 2022-07-08 Quail Ridge Lake Access","no"
"2021-11-05",9216,"COLOSSAL LUMP crab Meat",745,"Aldred Pond","LOT9216 2021-11-05 Aldred Pond","yes"
"2022-03-11",6024,"Gold Fish",522,"Bullfrog Fishing Hole","LOT6024 2022-03-11 Bullfrog Fishing Hole","no"
"2022-11-11",787,"Shrimp",155,"Pond Area Fishing","LOT787 2022-11-11 Pond Area Fishing","no"
"2023-01-29",1196,"Crab or Crab Meat",184,"Pond Area Fishing","LOT1196 2023-01-29 Pond Area Fishing","no"
"2022-12-21",4072,"Ballon_Fish",385,"DragonFLy Park","LOT4072 2022-12-21 DragonFLy Park","no"
"2022-06-30",625,"Shrimp",144,"Outshore Fishing Area","LOT625 2022-06-30 Outshore Fishing Area","no"
"2021-09-10",4046,"Ballon_Fish",383,"DragonFLy Park","LOT4046 2021-09-10 DragonFLy Park","no"
"2022-01-17",5527,"Frog_fish",487,"Beaverdam Creek","LOT5527 2022-01-17 Beaverdam Creek","no"
"2021-12-30",5025,"File_Fish",452,"Beaverdam Creek","LOT5025 2021-12-30 Beaverdam Creek","no"
"2022-04-20",6420,"Red_Snaper_Fish",549,"Horsepen Pond","LOT6420 2022-04-20 Horsepen Pond","no"
"2022-04-14",8348,"Cocktail Claws Carb Meat",684,"Fishing Pier","LOT8348 2022-04-14 Fishing Pier","yes"
"2022-07-24",6313,"Gold Fish",542,"Horsepen Pond","LOT6313 2022-07-24 Horsepen Pond","no"
"2022-11-30",274,"Salmon",119,"Outshore Fishing Area","LOT274 2022-11-30 Outshore Fishing Area","no"
"2022-11-29",7407,"Lump Crab Meat",618,"Windmill Pond","LOT7407 2022-11-29 Windmill Pond","yes"
"2021-11-12",3076,"White_Fish",315,"Feild Point Fishing","LOT3076 2021-11-12 Feild Point Fishing","no"
"2022-08-10",1139,"Crab or Crab Meat",180,"Pond Area Fishing","LOT1139 2022-08-10 Pond Area Fishing","no"
"2022-02-05",2631,"Tuna",284,"Feild Point Fishing","LOT2631 2022-02-05 Feild Point Fishing","no"
"2022-11-24",5008,"File_Fish",451,"Beaverdam Creek","LOT5008 2022-11-24 Beaverdam Creek","no"
"2022-02-20",3365,"Angel_Fish",336,"Lake Birchwood","LOT3365 2022-02-20 Lake Birchwood","no"
"2022-06-29",7706,"Lump Crab Meat",639,"Silver Lake Regional Park","LOT7706 2022-06-29 Silver Lake Regional Park","yes"
"2023-03-21",7420,"Lump Crab Meat",619,"Windmill Pond","LOT7420 2023-03-21 Windmill Pond","yes"
"2022-10-17",7549,"Lump Crab Meat",628,"Silver Lake Regional Park","LOT7549 2022-10-17 Silver Lake Regional Park","yes"
"2022-06-09",5479,"Frog_fish",483,"Beaverdam Creek","LOT5479 2022-06-09 Beaverdam Creek","no"
"2022-12-25",377,"Salmon",126,"Outshore Fishing Area","LOT377 2022-12-25 Outshore Fishing Area","no"
"2022-04-04",5828,"Gold Fish",508,"Bullfrog Fishing Hole","LOT5828 2022-04-04 Bullfrog Fishing Hole","no"
"2022-11-23",8044,"Cocktail Claws Carb Meat",663,"Silver Lake Regional Park","LOT8044 2022-11-23 Silver Lake Regional Park","yes"
"2023-03-12",9997,"Item",800,"Tippecanoe Lake","LOT9997 2023-03-12 Tippecanoe Lake","yes"
"2022-03-24",74,"Salmon",105,"Outshore Fishing Area","LOT74 2022-03-24 Outshore Fishing Area","no"
"2021-08-15",4409,"Cat_Fish",409,"Quail Ridge Lake Access","LOT4409 2021-08-15 Quail Ridge Lake Access","no"
"2021-09-30",355,"Salmon",125,"Outshore Fishing Area","LOT355 2021-09-30 Outshore Fishing Area","no"
"2022-08-14",9820,"Item",787,"Tippecanoe Lake","LOT9820 2022-08-14 Tippecanoe Lake","yes"
"2023-03-27",981,"Shrimp",169,"Pond Area Fishing","LOT981 2023-03-27 Pond Area Fishing","no"
"2021-08-13",3436,"Angel_Fish",340,"Lake Birchwood","LOT3436 2021-08-13 Lake Birchwood","no"
"2022-03-03",3078,"White_Fish",315,"Feild Point Fishing","LOT3078 2022-03-03 Feild Point Fishing","no"
"2023-03-03",2134,"Tuna",249,"Scout high point fishing","LOT2134 2023-03-03 Scout high point fishing","no"
"2022-10-19",3164,"Angel_Fish",321,"Lake Birchwood","LOT3164 2022-10-19 Lake Birchwood","no"
"2023-01-14",1682,"Lobster",218,"Camp Area Fishing","LOT1682 2023-01-14 Camp Area Fishing","no"
"2022-05-18",5158,"File_Fish",461,"Beaverdam Creek","LOT5158 2022-05-18 Beaverdam Creek","no"
"2023-02-05",3507,"Angel_Fish",345,"Lake Birchwood","LOT3507 2023-02-05 Lake Birchwood","no"
"2022-08-29",6286,"Gold Fish",540,"Horsepen Pond","LOT6286 2022-08-29 Horsepen Pond","no"
"2022-03-15",2846,"White_Fish",299,"Feild Point Fishing","LOT2846 2022-03-15 Feild Point Fishing","no"
"2022-03-06",7136,"Jumbo Lump Crab MEat",600,"Windmill Pond","LOT7136 2022-03-06 Windmill Pond","yes"
"2022-01-23",5132,"File_Fish",459,"Beaverdam Creek","LOT5132 2022-01-23 Beaverdam Creek","no"
"2023-02-24",5908,"Gold Fish",514,"Bullfrog Fishing Hole","LOT5908 2023-02-24 Bullfrog Fishing Hole","no"
"2021-07-25",9347,"COLOSSAL LUMP crab Meat",754,"Aldred Pond","LOT9347 2021-07-25 Aldred Pond","yes"
"2022-11-02",7189,"Jumbo Lump Crab MEat",603,"Windmill Pond","LOT7189 2022-11-02 Windmill Pond","yes"
"2021-10-15",819,"Shrimp",157,"Pond Area Fishing","LOT819 2021-10-15 Pond Area Fishing","no"
"2022-06-29",524,"Salmon",137,"Outshore Fishing Area","LOT524 2022-06-29 Outshore Fishing Area","no"
"2022-05-10",2487,"Tuna",274,"Scout high point fishing","LOT2487 2022-05-10 Scout high point fishing","no"
"2022-01-11",1692,"Lobster",218,"Camp Area Fishing","LOT1692 2022-01-11 Camp Area Fishing","no"
"2022-05-16",3826,"Ballon_Fish",368,"DragonFLy Park","LOT3826 2022-05-16 DragonFLy Park","no"
"2022-02-06",4454,"Cat_Fish",412,"Quail Ridge Lake Access","LOT4454 2022-02-06 Quail Ridge Lake Access","no"
"2021-07-23",4071,"Ballon_Fish",385,"DragonFLy Park","LOT4071 2021-07-23 DragonFLy Park","no"
"2021-12-29",5869,"Gold Fish",511,"Bullfrog Fishing Hole","LOT5869 2021-12-29 Bullfrog Fishing Hole","no"
"2022-01-12",9879,"Item",792,"Tippecanoe Lake","LOT9879 2022-01-12 Tippecanoe Lake","yes"
"2022-05-20",8973,"COLOSSAL LUMP crab Meat",728,"Aldred Pond","LOT8973 2022-05-20 Aldred Pond","yes"
"2021-07-17",3540,"Angel_Fish",348,"Lake Birchwood","LOT3540 2021-07-17 Lake Birchwood","no"
"2022-12-12",1326,"Crab or Crab Meat",193,"Camp Area Fishing","LOT1326 2022-12-12 Camp Area Fishing","no"
"2021-11-07",2761,"White_Fish",293,"Feild Point Fishing","LOT2761 2021-11-07 Feild Point Fishing","no"
"2021-11-08",1649,"Lobster",215,"Camp Area Fishing","LOT1649 2021-11-08 Camp Area Fishing","no"
"2022-11-10",6330,"Red_Snaper_Fish",543,"Horsepen Pond","LOT6330 2022-11-10 Horsepen Pond","no"
"2021-10-31",3697,"Ballon_Fish",359,"Lake Birchwood","LOT3697 2021-10-31 Lake Birchwood","no"
"2021-08-20",5786,"Frog_fish",505,"Bullfrog Fishing Hole","LOT5786 2021-08-20 Bullfrog Fishing Hole","no"
"2023-03-14",1776,"Lobster",224,"Camp Area Fishing","LOT1776 2023-03-14 Camp Area Fishing","no"
"2021-08-27",3769,"Ballon_Fish",364,"DragonFLy Park","LOT3769 2021-08-27 DragonFLy Park","no"
"2022-05-06",5504,"Frog_fish",485,"Beaverdam Creek","LOT5504 2022-05-06 Beaverdam Creek","no"
"2022-02-11",7148,"Jumbo Lump Crab MEat",600,"Windmill Pond","LOT7148 2022-02-11 Windmill Pond","yes"
"2022-01-31",7990,"Cocktail Claws Carb Meat",659,"Silver Lake Regional Park","LOT7990 2022-01-31 Silver Lake Regional Park","yes"
"2023-01-05",2153,"Tuna",251,"Scout high point fishing","LOT2153 2023-01-05 Scout high point fishing","no"
"2023-01-24",6392,"Red_Snaper_Fish",547,"Horsepen Pond","LOT6392 2023-01-24 Horsepen Pond","no"
"2021-11-10",9628,"Item",774,"Tippecanoe Lake","LOT9628 2021-11-10 Tippecanoe Lake","yes"
"2021-10-02",2674,"White_Fish",287,"Feild Point Fishing","LOT2674 2021-10-02 Feild Point Fishing","no"
"2021-11-03",8806,"Claws Crab Meat",716,"Aldred Pond","LOT8806 2021-11-03 Aldred Pond","yes"
"2022-07-05",5377,"Frog_fish",476,"Beaverdam Creek","LOT5377 2022-07-05 Beaverdam Creek","no"
"2022-07-03",5510,"Frog_fish",486,"Beaverdam Creek","LOT5510 2022-07-03 Beaverdam Creek","no"
"2022-02-26",6608,"Red_Snaper_Fish",563,"Horsepen Pond","LOT6608 2022-02-26 Horsepen Pond","no"
"2021-12-24",5924,"Gold Fish",515,"Bullfrog Fishing Hole","LOT5924 2021-12-24 Bullfrog Fishing Hole","no"
"2021-08-26",7458,"Lump Crab Meat",622,"Windmill Pond","LOT7458 2021-08-26 Windmill Pond","yes"
"2021-09-01",5627,"Frog_fish",494,"Bullfrog Fishing Hole","LOT5627 2021-09-01 Bullfrog Fishing Hole","no"
"2022-04-17",6480,"Red_Snaper_Fish",554,"Horsepen Pond","LOT6480 2022-04-17 Horsepen Pond","no"
"2022-03-21",8760,"Claws Crab Meat",713,"Aldred Pond","LOT8760 2022-03-21 Aldred Pond","yes"
"2022-05-09",22,"Salmon",101,"Outshore Fishing Area","LOT22 2022-05-09 Outshore Fishing Area","no"
"2023-02-04",7489,"Lump Crab Meat",624,"Windmill Pond","LOT7489 2023-02-04 Windmill Pond","yes"
"2022-09-27",7297,"Jumbo Lump Crab MEat",611,"Windmill Pond","LOT7297 2022-09-27 Windmill Pond","yes"
"2021-10-16",3370,"Angel_Fish",336,"Lake Birchwood","LOT3370 2021-10-16 Lake Birchwood","no"
"2023-03-06",2824,"White_Fish",298,"Feild Point Fishing","LOT2824 2023-03-06 Feild Point Fishing","no"
"2021-09-18",1109,"Crab or Crab Meat",178,"Pond Area Fishing","LOT1109 2021-09-18 Pond Area Fishing","no"
"2021-09-17",1566,"Crab or Crab Meat",210,"Camp Area Fishing","LOT1566 2021-09-17 Camp Area Fishing","no"
"2023-02-18",478,"Salmon",133,"Outshore Fishing Area","LOT478 2023-02-18 Outshore Fishing Area","no"
"2023-03-08",9026,"COLOSSAL LUMP crab Meat",732,"Aldred Pond","LOT9026 2023-03-08 Aldred Pond","yes"
"2021-11-24",2802,"White_Fish",296,"Feild Point Fishing","LOT2802 2021-11-24 Feild Point Fishing","no"
"2022-07-17",7149,"Jumbo Lump Crab MEat",600,"Windmill Pond","LOT7149 2022-07-17 Windmill Pond","yes"
"2022-05-24",6321,"Red_Snaper_Fish",542,"Horsepen Pond","LOT6321 2022-05-24 Horsepen Pond","no"
"2022-08-22",3740,"Ballon_Fish",362,"Lake Birchwood","LOT3740 2022-08-22 Lake Birchwood","no"
"2022-07-07",6557,"Red_Snaper_Fish",559,"Horsepen Pond","LOT6557 2022-07-07 Horsepen Pond","no"
"2021-12-11",6147,"Gold Fish",530,"Bullfrog Fishing Hole","LOT6147 2021-12-11 Bullfrog Fishing Hole","no"
"2022-11-25",8330,"Cocktail Claws Carb Meat",683,"Fishing Pier","LOT8330 2022-11-25 Fishing Pier","yes"
"2022-08-12",862,"Shrimp",160,"Pond Area Fishing","LOT862 2022-08-12 Pond Area Fishing","no"
