"Date of Cooling","Location_ID","Lot_ID","Sprouts_receipt Date","Initial_Packing_Date","Subsequent_ID","Harvested_Date","IP_ID","Item_Type","Quantity","Harvesting_ID","Field_ID","Mobile_ID","Outbreak"
"R3982",32,"LOT3982 2022-12-14_32","2023-01-07","2023-01-07","3982","2022-12-14","IP3982","Radish Srpouts",379,336,12,68,"no"
"R3983",23,"LOT3983 2023-01-19_23","2023-02-13","2023-02-13","3983","2023-01-19","IP3983","Red Clover Sprouts",329,242,9,49,"no"
"R3984",73,"LOT3984 2022-10-28_73","2022-11-19","2022-11-19","3984","2022-10-28","IP3984","Mustard Sprouts",620,787,27,158,"no"
"R3985",47,"LOT3985 2022-11-22_47","2022-12-15","2022-12-16","3985","2022-11-22","IP3985","Wheatgrass Sprouts",467,501,17,101,"no"
"R3986",136,"LOT3986 2021-11-23_136","2021-12-02","2021-12-02","3986","2021-11-23","IP3986","Chickpeas Sprouts",989,1480,49,296,"yes"
"R3987",115,"LOT3987 2021-12-26_115","2022-01-05","2022-01-06","3987","2021-12-26","IP3987","Pea Sprouts",868,1253,42,251,"no"
"R3988",102,"LOT3988 2023-01-30_102","2023-02-25","2023-02-25","3988","2023-01-30","IP3988","Onion Sprouts",793,1112,37,223,"no"
"R3989",46,"LOT3989 2022-04-09_46","2022-04-23","2022-04-24","3989","2022-04-09","IP3989","Wheatgrass Sprouts",462,492,17,99,"no"
"R3990",60,"LOT3990 2021-08-17_60","2021-08-21","2021-08-22","3990","2021-08-17","IP3990","Kidney-Bean Sprouts",545,647,22,130,"no"
"R3991",66,"LOT3991 2022-05-05_66","2022-05-20","2022-05-20","3991","2022-05-05","IP3991","Pumpkin Seed Sprouts",579,711,24,143,"no"
"R3992",63,"LOT3992 2022-11-02_63","2022-11-25","2022-11-25","3992","2022-11-02","IP3992","Pumpkin Seed Sprouts",563,681,23,137,"no"
"R3993",94,"LOT3993 2021-10-28_94","2021-11-04","2021-11-05","3993","2021-10-28","IP3993","Green Lentil Sprouts",743,1018,34,204,"no"
"R3994",6,"LOT3994 2022-08-27_6","2022-09-16","2022-09-16","3994","2022-08-27","IP3994","Alfalfa Sprouts",230,57,3,12,"no"
"R3995",67,"LOT3995 2023-01-24_67","2023-02-18","2023-02-18","3995","2023-01-24","IP3995","Pumpkin Seed Sprouts",584,720,25,145,"no"
"R3996",42,"LOT3996 2022-10-10_42","2022-10-31","2022-10-31","3996","2022-10-10","IP3996","Brocolli Sprouts",441,452,16,91,"no"
"R3997",60,"LOT3997 2022-10-31_60","2022-11-22","2022-11-22","3997","2022-10-31","IP3997","Kidney-Bean Sprouts",543,644,22,129,"no"
"R3998",71,"LOT3998 2023-01-02_71","2023-01-27","2023-01-27","3998","2023-01-02","IP3998","Mustard Sprouts",608,765,26,153,"no"
"R3999",98,"LOT3999 2022-12-26_98","2023-01-19","2023-01-19","3999","2022-12-26","IP3999","Onion Sprouts",766,1062,36,213,"no"
"R4000",108,"LOT4000 2022-01-23_108","2022-02-03","2022-02-03","4000","2022-01-23","IP4000","Sunflower Sprouts",822,1167,39,234,"no"
"R4001",69,"LOT4001 2022-08-11_69","2022-08-30","2022-08-31","4001","2022-08-11","IP4001","Pumpkin Seed Sprouts",598,747,25,150,"no"
"R4002",47,"LOT4002 2021-12-24_47","2022-01-03","2022-01-04","4002","2021-12-24","IP4002","Wheatgrass Sprouts",468,504,17,101,"no"
"R4003",111,"LOT4003 2021-10-04_111","2021-10-10","2021-10-11","4003","2021-10-04","IP4003","Sunflower Sprouts",843,1205,40,241,"no"
"R4004",80,"LOT4004 2022-12-30_80","2023-01-24","2023-01-24","4004","2022-12-30","IP4004","Soybean Sprouts",663,868,29,174,"no"
"R4005",90,"LOT4005 2022-01-21_90","2022-02-01","2022-02-01","4005","2022-01-21","IP4005","Green Lentil Sprouts",719,974,33,195,"no"
"R4006",42,"LOT4006 2023-02-01_42","2023-02-27","2023-02-27","4006","2023-02-01","IP4006","Brocolli Sprouts",442,454,16,91,"no"
"R4007",24,"LOT4007 2022-07-27_24","2022-08-14","2022-08-14","4007","2022-07-27","IP4007","Red Clover Sprouts",336,255,9,52,"no"
"R4008",92,"LOT4008 2022-10-17_92","2022-11-07","2022-11-07","4008","2022-10-17","IP4008","Green Lentil Sprouts",732,997,34,200,"no"
"R4009",65,"LOT4009 2021-08-04_65","2021-08-08","2021-08-09","4009","2021-08-04","IP4009","Pumpkin Seed Sprouts",576,706,24,142,"no"
"R4010",76,"LOT4010 2021-10-22_76","2021-10-30","2021-10-30","4010","2021-10-22","IP4010","Mustard Sprouts",636,817,28,164,"no"
"R4011",56,"LOT4011 2021-12-05_56","2021-12-14","2021-12-15","4011","2021-12-05","IP4011","Kidney-Bean Sprouts",521,602,21,121,"no"
"R4012",47,"LOT4012 2021-12-10_47","2021-12-19","2021-12-20","4012","2021-12-10","IP4012","Wheatgrass Sprouts",467,501,17,101,"no"
"R4013",96,"LOT4013 2023-02-24_96","2023-03-23","2023-03-23","4013","2023-02-24","IP4013","Onion Sprouts",754,1039,35,208,"no"
"R4014",129,"LOT4014 2022-08-15_129","2022-09-03","2022-09-03","4014","2022-08-15","IP4014","Chickpeas Sprouts",950,1407,47,281,"yes"
"R4015",100,"LOT4015 2022-02-26_100","2022-03-11","2022-03-11","4015","2022-02-26","IP4015","Onion Sprouts",779,1086,36,217,"no"
"R4016",94,"LOT4016 2022-02-26_94","2022-03-10","2022-03-11","4016","2022-02-26","IP4016","Green Lentil Sprouts",741,1014,34,203,"no"
"R4017",55,"LOT4017 2022-12-24_55","2023-01-17","2023-01-17","4017","2022-12-24","IP4017","Kidney-Bean Sprouts",514,590,20,119,"no"
"R4018",133,"LOT4018 2022-02-21_133","2022-03-06","2022-03-06","4018","2022-02-21","IP4018","Chickpeas Sprouts",969,1441,48,288,"yes"
"R4019",127,"LOT4019 2022-01-21_127","2022-02-01","2022-02-02","4019","2022-01-21","IP4019","Seasame Sprouts",934,1376,46,275,"yes"
"R4020",71,"LOT4020 2022-08-14_71","2022-09-02","2022-09-03","4020","2022-08-14","IP4020","Mustard Sprouts",608,766,26,154,"no"
"R4021",80,"LOT4021 2022-01-15_80","2022-01-25","2022-01-26","4021","2022-01-15","IP4021","Soybean Sprouts",663,868,29,174,"no"
"R4022",64,"LOT4022 2022-05-30_64","2022-06-15","2022-06-16","4022","2022-05-30","IP4022","Pumpkin Seed Sprouts",569,692,24,139,"no"
"R4023",61,"LOT4023 2022-05-08_61","2022-05-23","2022-05-23","4023","2022-05-08","IP4023","Kidney-Bean Sprouts",549,655,22,132,"no"
"R4024",15,"LOT4024 2022-08-22_15","2022-09-10","2022-09-10","4024","2022-08-22","IP4024","Mung Bean Sprouts",281,153,6,31,"no"
"R4025",56,"LOT4025 2022-06-15_56","2022-07-02","2022-07-02","4025","2022-06-15","IP4025","Kidney-Bean Sprouts",521,603,21,121,"no"
"R4026",17,"LOT4026 2021-09-12_17","2021-09-18","2021-09-19","4026","2021-09-12","IP4026","Mung Bean Sprouts",292,173,7,35,"no"
"R4027",134,"LOT4027 2022-09-08_134","2022-09-28","2022-09-29","4027","2022-09-08","IP4027","Chickpeas Sprouts",978,1459,49,292,"yes"
"R4028",95,"LOT4028 2022-11-12_95","2022-12-05","2022-12-05","4028","2022-11-12","IP4028","Green Lentil Sprouts",748,1028,35,206,"no"
"R4029",111,"LOT4029 2022-07-16_111","2022-08-03","2022-08-04","4029","2022-07-16","IP4029","Sunflower Sprouts",841,1203,40,241,"no"
"R4030",105,"LOT4030 2022-05-05_105","2022-05-20","2022-05-20","4030","2022-05-05","IP4030","Sunflower Sprouts",805,1134,38,227,"no"
"R4031",66,"LOT4031 2022-10-03_66","2022-10-24","2022-10-25","4031","2022-10-03","IP4031","Pumpkin Seed Sprouts",582,717,24,144,"no"
"R4032",19,"LOT4032 2022-09-20_19","2022-10-11","2022-10-11","4032","2022-09-20","IP4032","Red Clover Sprouts",307,201,8,41,"no"
"R4033",91,"LOT4033 2022-10-16_91","2022-11-06","2022-11-07","4033","2022-10-16","IP4033","Green Lentil Sprouts",728,990,33,198,"no"
"R4034",22,"LOT4034 2022-04-24_22","2022-05-09","2022-05-09","4034","2022-04-24","IP4034","Red Clover Sprouts",323,232,9,47,"no"
"R4035",107,"LOT4035 2022-10-13_107","2022-11-04","2022-11-04","4035","2022-10-13","IP4035","Sunflower Sprouts",817,1158,39,232,"no"
"R4036",119,"LOT4036 2022-01-07_119","2022-01-18","2022-01-18","4036","2022-01-07","IP4036","Pea Sprouts",891,1296,43,259,"no"
"R4037",93,"LOT4037 2022-08-25_93","2022-09-13","2022-09-14","4037","2022-08-25","IP4037","Green Lentil Sprouts",735,1003,34,201,"no"
"R4038",41,"LOT4038 2021-09-04_41","2021-09-10","2021-09-11","4038","2021-09-04","IP4038","Brocolli Sprouts",433,437,15,88,"no"
"R4039",28,"LOT4039 2022-04-13_28","2022-04-27","2022-04-28","4039","2022-04-13","IP4039","Radish Srpouts",359,299,11,60,"no"
"R4040",64,"LOT4040 2023-01-13_64","2023-02-07","2023-02-07","4040","2023-01-13","IP4040","Pumpkin Seed Sprouts",568,691,24,139,"no"
"R4041",136,"LOT4041 2021-11-04_136","2021-11-12","2021-11-13","4041","2021-11-04","IP4041","Chickpeas Sprouts",990,1480,49,296,"yes"
"R4042",88,"LOT4042 2022-04-22_88","2022-05-07","2022-05-07","4042","2022-04-22","IP4042","Green Lentil Sprouts",706,948,32,190,"no"
"R4043",62,"LOT4043 2023-02-20_62","2023-03-19","2023-03-19","4043","2023-02-20","IP4043","Pumpkin Seed Sprouts",554,665,23,133,"no"
"R4044",45,"LOT4044 2022-04-01_45","2022-04-15","2022-04-15","4044","2022-04-01","IP4044","Wheatgrass Sprouts",460,488,17,98,"no"
"R4045",56,"LOT4045 2021-11-11_56","2021-11-20","2021-11-20","4045","2021-11-11","IP4045","Kidney-Bean Sprouts",520,600,21,120,"no"
"R4046",59,"LOT4046 2022-04-14_59","2022-04-28","2022-04-28","4046","2022-04-14","IP4046","Kidney-Bean Sprouts",541,639,22,128,"no"
"R4047",76,"LOT4047 2022-02-07_76","2022-02-18","2022-02-19","4047","2022-02-07","IP4047","Mustard Sprouts",638,823,28,165,"no"
"R4048",13,"LOT4048 2021-12-08_13","2021-12-17","2021-12-18","4048","2021-12-08","IP4048","Mung Bean Sprouts",271,134,5,28,"no"
"R4049",22,"LOT4049 2021-10-31_22","2021-11-08","2021-11-09","4049","2021-10-31","IP4049","Red Clover Sprouts",323,231,9,47,"no"
"R4050",81,"LOT4050 2022-09-09_81","2022-09-29","2022-09-29","4050","2022-09-09","IP4050","Soybean Sprouts",669,880,30,176,"no"
"R4051",52,"LOT4051 2022-09-04_52","2022-09-24","2022-09-24","4051","2022-09-04","IP4051","Kidney-Bean Sprouts",501,564,19,113,"no"
"R4052",61,"LOT4052 2022-03-07_61","2022-03-20","2022-03-20","4052","2022-03-07","IP4052","Kidney-Bean Sprouts",550,656,22,132,"no"
"R4053",118,"LOT4053 2022-11-08_118","2022-11-30","2022-11-30","4053","2022-11-08","IP4053","Pea Sprouts",883,1280,43,256,"no"
"R4054",41,"LOT4054 2022-07-20_41","2022-08-07","2022-08-07","4054","2022-07-20","IP4054","Brocolli Sprouts",432,436,15,88,"no"
"R4055",32,"LOT4055 2021-11-16_32","2021-11-24","2021-11-25","4055","2021-11-16","IP4055","Radish Srpouts",380,338,12,68,"no"
"R4056",64,"LOT4056 2021-10-03_64","2021-10-09","2021-10-10","4056","2021-10-03","IP4056","Pumpkin Seed Sprouts",571,696,24,140,"no"
"R4057",111,"LOT4057 2022-04-10_111","2022-04-24","2022-04-24","4057","2022-04-10","IP4057","Sunflower Sprouts",844,1207,40,242,"no"
"R4058",5,"LOT4058 2021-11-28_5","2021-12-07","2021-12-08","4058","2021-11-28","IP4058","Alfalfa Sprouts",224,46,2,10,"no"
"R4059",16,"LOT4059 2021-12-15_16","2021-12-24","2021-12-25","4059","2021-12-15","IP4059","Mung Bean Sprouts",289,167,6,34,"no"
"R4060",92,"LOT4060 2022-07-29_92","2022-08-17","2022-08-17","4060","2022-07-29","IP4060","Green Lentil Sprouts",730,994,33,199,"no"
"R4061",133,"LOT4061 2022-05-11_133","2022-05-26","2022-05-27","4061","2022-05-11","IP4061","Chickpeas Sprouts",973,1449,48,290,"yes"
"R4062",67,"LOT4062 2022-03-26_67","2022-04-08","2022-04-09","4062","2022-03-26","IP4062","Pumpkin Seed Sprouts",587,726,25,146,"no"
"R4063",34,"LOT4063 2022-02-24_34","2022-03-08","2022-03-09","4063","2022-02-24","IP4063","Radish Srpouts",392,361,13,73,"no"
"R4064",29,"LOT4064 2022-03-06_29","2022-03-19","2022-03-20","4064","2022-03-06","IP4064","Radish Srpouts",362,305,11,62,"no"
"R4065",36,"LOT4065 2023-02-12_36","2023-03-10","2023-03-10","4065","2023-02-12","IP4065","Brocolli Sprouts",402,379,13,76,"no"
"R4066",34,"LOT4066 2021-09-08_34","2021-09-14","2021-09-15","4066","2021-09-08","IP4066","Radish Srpouts",391,359,13,73,"no"
"R4067",76,"LOT4067 2022-11-29_76","2022-12-22","2022-12-22","4067","2022-11-29","IP4067","Mustard Sprouts",640,826,28,166,"no"
"R4068",23,"LOT4068 2021-10-17_23","2021-10-24","2021-10-25","4068","2021-10-17","IP4068","Red Clover Sprouts",331,247,9,50,"no"
"R4069",36,"LOT4069 2021-12-21_36","2021-12-31","2022-01-01","4069","2021-12-21","IP4069","Brocolli Sprouts",403,381,13,77,"no"
"R4070",15,"LOT4070 2021-11-16_15","2021-11-24","2021-11-25","4070","2021-11-16","IP4070","Mung Bean Sprouts",284,159,6,33,"no"
"R4071",110,"LOT4071 2021-11-01_110","2021-11-08","2021-11-09","4071","2021-11-01","IP4071","Sunflower Sprouts",835,1191,40,238,"no"
"R4072",3,"LOT4072 2022-05-26_3","2022-06-11","2022-06-11","4072","2022-05-26","IP4072","Alfalfa Sprouts",211,22,2,5,"no"
"R4073",81,"LOT4073 2022-11-26_81","2022-12-19","2022-12-19","4073","2022-11-26","IP4073","Soybean Sprouts",670,881,30,177,"no"
"R4074",64,"LOT4074 2022-04-23_64","2022-05-07","2022-05-08","4074","2022-04-23","IP4074","Pumpkin Seed Sprouts",569,693,24,139,"no"
"R4075",75,"LOT4075 2022-07-16_75","2022-08-03","2022-08-03","4075","2022-07-16","IP4075","Mustard Sprouts",630,806,27,162,"no"
"R4076",101,"LOT4076 2021-12-06_101","2021-12-15","2021-12-16","4076","2021-12-06","IP4076","Onion Sprouts",784,1095,37,219,"no"
"R4077",134,"LOT4077 2022-12-17_134","2023-01-10","2023-01-11","4077","2022-12-17","IP4077","Chickpeas Sprouts",979,1461,49,292,"yes"
"R4078",120,"LOT4078 2022-09-28_120","2022-10-18","2022-10-19","4078","2022-09-28","IP4078","Pea Sprouts",893,1300,43,260,"no"
"R4079",86,"LOT4079 2022-02-08_86","2022-02-19","2022-02-20","4079","2022-02-08","IP4079","Soybean Sprouts",698,934,31,187,"no"
"R4080",83,"LOT4080 2022-10-27_83","2022-11-18","2022-11-18","4080","2022-10-27","IP4080","Soybean Sprouts",680,901,30,180,"no"
"R4081",118,"LOT4081 2023-02-11_118","2023-03-09","2023-03-09","4081","2023-02-11","IP4081","Pea Sprouts",884,1283,43,257,"no"
"R4082",129,"LOT4082 2021-10-08_129","2021-10-14","2021-10-15","4082","2021-10-08","IP4082","Seasame Sprouts",945,1397,47,279,"yes"
"R4083",12,"LOT4083 2022-12-25_12","2023-01-18","2023-01-18","4083","2022-12-25","IP4083","Mung Bean Sprouts",264,120,5,25,"no"
"R4084",130,"LOT4084 2022-12-15_130","2023-01-08","2023-01-08","4084","2022-12-15","IP4084","Chickpeas Sprouts",951,1408,47,282,"yes"
"R4085",111,"LOT4085 2022-09-02_111","2022-09-21","2022-09-22","4085","2022-09-02","IP4085","Sunflower Sprouts",842,1203,40,241,"no"
"R4086",40,"LOT4086 2021-11-24_40","2021-12-02","2021-12-03","4086","2021-11-24","IP4086","Brocolli Sprouts",428,428,15,86,"no"
"R4087",33,"LOT4087 2022-10-27_33","2022-11-18","2022-11-19","4087","2022-10-27","IP4087","Radish Srpouts",389,355,13,72,"no"
"R4088",89,"LOT4088 2022-01-06_89","2022-01-16","2022-01-17","4088","2022-01-06","IP4088","Green Lentil Sprouts",712,961,32,192,"no"
"R4089",35,"LOT4089 2021-09-28_35","2021-10-04","2021-10-05","4089","2021-09-28","IP4089","Brocolli Sprouts",401,378,13,76,"no"
"R4090",43,"LOT4090 2022-10-06_43","2022-10-27","2022-10-28","4090","2022-10-06","IP4090","Brocolli Sprouts",448,466,16,94,"no"
"R4091",105,"LOT4091 2022-09-29_105","2022-10-20","2022-10-20","4091","2022-09-29","IP4091","Sunflower Sprouts",808,1141,38,228,"no"
"R4092",107,"LOT4092 2022-03-01_107","2022-03-13","2022-03-14","4092","2022-03-01","IP4092","Sunflower Sprouts",817,1157,39,232,"no"
"R4093",16,"LOT4093 2021-10-05_16","2021-10-12","2021-10-13","4093","2021-10-05","IP4093","Mung Bean Sprouts",285,160,6,33,"no"
"R4094",31,"LOT4094 2022-11-29_31","2022-12-22","2022-12-22","4094","2022-11-29","IP4094","Radish Srpouts",376,331,12,67,"no"
"R4095",97,"LOT4095 2022-06-11_97","2022-06-27","2022-06-28","4095","2022-06-11","IP4095","Onion Sprouts",758,1046,35,210,"no"
"R4096",20,"LOT4096 2022-11-09_20","2022-12-02","2022-12-02","4096","2022-11-09","IP4096","Red Clover Sprouts",310,207,8,42,"no"
"R4097",79,"LOT4097 2023-02-11_79","2023-03-09","2023-03-09","4097","2023-02-11","IP4097","Soybean Sprouts",657,857,29,172,"no"
"R4098",130,"LOT4098 2022-09-12_130","2022-10-02","2022-10-02","4098","2022-09-12","IP4098","Chickpeas Sprouts",954,1414,47,283,"yes"
"R4099",17,"LOT4099 2022-12-19_17","2023-01-13","2023-01-13","4099","2022-12-19","IP4099","Mung Bean Sprouts",292,174,7,36,"no"
"R4100",15,"LOT4100 2023-02-27_15","2023-03-26","2023-03-26","4100","2023-02-27","IP4100","Mung Bean Sprouts",279,149,6,31,"no"
"R4101",26,"LOT4101 2022-09-03_26","2022-09-23","2022-09-23","4101","2022-09-03","IP4101","Red Clover Sprouts",347,276,10,56,"no"
"R4102",36,"LOT4102 2021-09-11_36","2021-09-17","2021-09-18","4102","2021-09-11","IP4102","Brocolli Sprouts",404,383,13,77,"no"
"R4103",118,"LOT4103 2021-09-10_118","2021-09-16","2021-09-17","4103","2021-09-10","IP4103","Pea Sprouts",885,1285,43,257,"no"
"R4104",100,"LOT4104 2023-02-17_100","2023-03-16","2023-03-16","4104","2023-02-17","IP4104","Onion Sprouts",778,1085,36,217,"no"
"R4105",52,"LOT4105 2023-01-25_52","2023-02-20","2023-02-20","4105","2023-01-25","IP4105","Wheatgrass Sprouts",499,561,19,113,"no"
"R4106",76,"LOT4106 2021-09-02_76","2021-09-07","2021-09-08","4106","2021-09-02","IP4106","Mustard Sprouts",640,825,28,165,"no"
"R4107",3,"LOT4107 2021-12-24_3","2022-01-03","2022-01-03","4107","2021-12-24","IP4107","Alfalfa Sprouts",212,24,2,6,"no"
"R4108",103,"LOT4108 2021-12-07_103","2021-12-16","2021-12-16","4108","2021-12-07","IP4108","Onion Sprouts",798,1121,38,224,"no"
"R4109",7,"LOT4109 2022-10-24_7","2022-11-14","2022-11-15","4109","2022-10-24","IP4109","Alfalfa Sprouts",235,66,3,14,"no"
"R4110",93,"LOT4110 2022-09-15_93","2022-10-06","2022-10-06","4110","2022-09-15","IP4110","Green Lentil Sprouts",736,1005,34,201,"no"
"R4111",29,"LOT4111 2021-09-03_29","2021-09-09","2021-09-09","4111","2021-09-03","IP4111","Radish Srpouts",361,303,11,61,"no"
"R4112",99,"LOT4112 2021-12-30_99","2022-01-09","2022-01-10","4112","2021-12-30","IP4112","Onion Sprouts",771,1071,36,215,"no"
"R4113",83,"LOT4113 2021-11-11_83","2021-11-19","2021-11-20","4113","2021-11-11","IP4113","Soybean Sprouts",680,901,30,180,"no"
"R4114",34,"LOT4114 2022-12-10_34","2023-01-03","2023-01-03","4114","2022-12-10","IP4114","Radish Srpouts",390,357,13,72,"no"
"R4115",47,"LOT4115 2023-01-21_47","2023-02-16","2023-02-16","4115","2023-01-21","IP4115","Wheatgrass Sprouts",470,507,18,102,"no"
"R4116",11,"LOT4116 2021-09-05_11","2021-09-10","2021-09-11","4116","2021-09-05","IP4116","Mung Bean Sprouts",258,110,5,23,"no"
"R4117",82,"LOT4117 2022-02-06_82","2022-02-18","2022-02-19","4117","2022-02-06","IP4117","Soybean Sprouts",674,889,30,178,"no"
"R4118",4,"LOT4118 2021-08-08_4","2021-08-12","2021-08-13","4118","2021-08-08","IP4118","Alfalfa Sprouts",217,33,2,7,"no"
"R4119",102,"LOT4119 2022-07-17_102","2022-08-04","2022-08-05","4119","2022-07-17","IP4119","Onion Sprouts",788,1102,37,221,"no"
"R4120",2,"LOT4120 2022-09-18_2","2022-10-09","2022-10-09","4120","2022-09-18","IP4120","Alfalfa Sprouts",206,12,1,3,"no"
"R4121",83,"LOT4121 2022-05-27_83","2022-06-12","2022-06-13","4121","2022-05-27","IP4121","Soybean Sprouts",681,902,30,181,"no"
"R4122",132,"LOT4122 2021-12-08_132","2021-12-17","2021-12-18","4122","2021-12-08","IP4122","Chickpeas Sprouts",965,1434,48,287,"yes"
"R4123",64,"LOT4123 2022-12-20_64","2023-01-13","2023-01-14","4123","2022-12-20","IP4123","Pumpkin Seed Sprouts",567,689,23,138,"no"
"R4124",35,"LOT4124 2022-07-10_35","2022-07-28","2022-07-28","4124","2022-07-10","IP4124","Radish Srpouts",397,369,13,74,"no"
"R4125",44,"LOT4125 2021-11-29_44","2021-12-08","2021-12-09","4125","2021-11-29","IP4125","Wheatgrass Sprouts",454,476,17,96,"no"
"R4126",80,"LOT4126 2021-10-30_80","2021-11-06","2021-11-07","4126","2021-10-30","IP4126","Soybean Sprouts",660,862,29,173,"no"
"R4127",74,"LOT4127 2022-02-14_74","2022-02-26","2022-02-27","4127","2022-02-14","IP4127","Mustard Sprouts",626,798,27,160,"no"
"R4128",17,"LOT4128 2023-02-24_17","2023-03-23","2023-03-23","4128","2023-02-24","IP4128","Mung Bean Sprouts",291,171,7,35,"no"
"R4129",112,"LOT4129 2022-07-01_112","2022-07-18","2022-07-19","4129","2022-07-01","IP4129","Sunflower Sprouts",846,1211,41,242,"no"
"R4130",108,"LOT4130 2022-10-07_108","2022-10-28","2022-10-28","4130","2022-10-07","IP4130","Sunflower Sprouts",826,1174,39,235,"no"
"R4131",51,"LOT4131 2021-11-15_51","2021-11-23","2021-11-24","4131","2021-11-15","IP4131","Wheatgrass Sprouts",491,547,19,110,"no"
"R4132",94,"LOT4132 2021-10-22_94","2021-10-29","2021-10-30","4132","2021-10-22","IP4132","Green Lentil Sprouts",744,1021,34,205,"no"
"R4133",112,"LOT4133 2022-11-24_112","2022-12-17","2022-12-17","4133","2022-11-24","IP4133","Sunflower Sprouts",846,1211,41,242,"no"
"R4134",14,"LOT4134 2022-11-12_14","2022-12-04","2022-12-04","4134","2022-11-12","IP4134","Mung Bean Sprouts",274,139,6,29,"no"
"R4135",125,"LOT4135 2022-04-19_125","2022-05-04","2022-05-04","4135","2022-04-19","IP4135","Seasame Sprouts",922,1355,45,271,"yes"
"R4136",125,"LOT4136 2021-08-10_125","2021-08-14","2021-08-15","4136","2021-08-10","IP4136","Seasame Sprouts",922,1354,45,271,"yes"
"R4137",71,"LOT4137 2022-03-10_71","2022-03-23","2022-03-23","4137","2022-03-10","IP4137","Mustard Sprouts",609,767,26,154,"no"
"R4138",91,"LOT4138 2022-09-30_91","2022-10-21","2022-10-21","4138","2022-09-30","IP4138","Green Lentil Sprouts",728,990,33,198,"no"
"R4139",55,"LOT4139 2022-08-30_55","2022-09-19","2022-09-19","4139","2022-08-30","IP4139","Kidney-Bean Sprouts",515,591,20,119,"no"
"R4140",43,"LOT4140 2022-01-04_43","2022-01-14","2022-01-15","4140","2022-01-04","IP4140","Brocolli Sprouts",443,457,16,92,"no"
"R4141",101,"LOT4141 2021-08-23_101","2021-08-28","2021-08-28","4141","2021-08-23","IP4141","Onion Sprouts",783,1093,37,219,"no"
"R4142",103,"LOT4142 2022-01-16_103","2022-01-27","2022-01-28","4142","2022-01-16","IP4142","Onion Sprouts",794,1115,37,223,"no"
"R4143",42,"LOT4143 2021-12-21_42","2021-12-30","2021-12-31","4143","2021-12-21","IP4143","Brocolli Sprouts",441,453,16,91,"no"
"R4144",122,"LOT4144 2022-08-27_122","2022-09-15","2022-09-16","4144","2022-08-27","IP4144","Seasame Sprouts",905,1323,44,265,"no"
"R4145",67,"LOT4145 2021-11-03_67","2021-11-10","2021-11-11","4145","2021-11-03","IP4145","Pumpkin Seed Sprouts",588,727,25,146,"no"
"R4146",65,"LOT4146 2022-07-01_65","2022-07-18","2022-07-18","4146","2022-07-01","IP4146","Pumpkin Seed Sprouts",573,700,24,141,"no"
"R4147",127,"LOT4147 2021-11-15_127","2021-11-23","2021-11-24","4147","2021-11-15","IP4147","Seasame Sprouts",937,1383,46,277,"yes"
"R4148",84,"LOT4148 2022-03-12_84","2022-03-25","2022-03-26","4148","2022-03-12","IP4148","Soybean Sprouts",682,904,31,181,"no"
"R4149",12,"LOT4149 2022-10-25_12","2022-11-16","2022-11-16","4149","2022-10-25","IP4149","Mung Bean Sprouts",263,119,5,25,"no"
"R4150",17,"LOT4150 2023-01-07_17","2023-01-31","2023-02-01","4150","2023-01-07","IP4150","Mung Bean Sprouts",296,180,7,37,"no"
"R4151",57,"LOT4151 2022-12-01_57","2022-12-25","2022-12-25","4151","2022-12-01","IP4151","Kidney-Bean Sprouts",526,611,21,123,"no"
"R4152",10,"LOT4152 2022-06-23_10","2022-07-10","2022-07-11","4152","2022-06-23","IP4152","Alfalfa Sprouts",250,94,4,20,"no"
"R4153",56,"LOT4153 2021-09-25_56","2021-10-01","2021-10-02","4153","2021-09-25","IP4153","Kidney-Bean Sprouts",524,607,21,122,"no"
"R4154",77,"LOT4154 2022-01-22_77","2022-02-02","2022-02-02","4154","2022-01-22","IP4154","Mustard Sprouts",642,829,28,166,"no"
"R4155",70,"LOT4155 2022-01-06_70","2022-01-16","2022-01-17","4155","2022-01-06","IP4155","Mustard Sprouts",602,754,26,151,"no"
"R4156",89,"LOT4156 2022-04-18_89","2022-05-02","2022-05-03","4156","2022-04-18","IP4156","Green Lentil Sprouts",714,963,32,193,"no"
"R4157",115,"LOT4157 2022-04-12_115","2022-04-26","2022-04-27","4157","2022-04-12","IP4157","Pea Sprouts",868,1252,42,251,"no"
"R4158",87,"LOT4158 2022-07-16_87","2022-08-03","2022-08-03","4158","2022-07-16","IP4158","Green Lentil Sprouts",705,947,32,190,"no"
"R4159",5,"LOT4159 2022-11-12_5","2022-12-05","2022-12-05","4159","2022-11-12","IP4159","Alfalfa Sprouts",222,42,2,9,"no"
"R4160",102,"LOT4160 2022-11-11_102","2022-12-03","2022-12-04","4160","2022-11-11","IP4160","Onion Sprouts",793,1111,37,222,"no"
"R4161",43,"LOT4161 2021-11-22_43","2021-11-30","2021-12-01","4161","2021-11-22","IP4161","Brocolli Sprouts",446,462,16,93,"no"
"R4162",17,"LOT4162 2022-07-31_17","2022-08-18","2022-08-19","4162","2022-07-31","IP4162","Mung Bean Sprouts",291,172,7,35,"no"
"R4163",37,"LOT4163 2022-02-09_37","2022-02-21","2022-02-21","4163","2022-02-09","IP4163","Brocolli Sprouts",410,395,14,80,"no"
"R4164",70,"LOT4164 2022-11-06_70","2022-11-28","2022-11-28","4164","2022-11-06","IP4164","Mustard Sprouts",601,752,26,151,"no"
