"Date_of_Harvesting","Harvesting_id","Farmer_Name","Subsequent_ID","Initial_Packing_ID","Item_Name","Quantity","Location_ID","Field_ID","Mobile_ID","Outbreak"
"2022-05-08","H4023","Teetu Farm Cheese","C4023","4023","Colby Cheese",493,61,20,132,"No"
"2022-08-22","H4024","Saputo Cheese USA Inc","IPH1024","4024","American Cheese",191,15,5,31,"No"
"2022-06-15","H4025","Anish's Bakery ","C4025","4025","Swiss Cheese",461,56,19,121,"No"
"2021-09-12","H4026","Saputo Cheese USA Inc","C4026","4026","Asiago Cheese",203,17,6,35,"No"
"2022-09-08","H4027","Item","C4027","4027","Item",975,134,44,292,"Yes"
"2022-11-12","H4028","Quit Sausage Cheese","C4028","4028","Gorgonzola Cheese",717,95,31,206,"No"
"2022-07-16","H4029","Welcome Cheese","C4029","4029","Gruyere Cheese",821,111,36,241,"Yes"
"2022-05-05","H4030","Asus Blue Cheese","C4030","4030","Halloumi Cheese",780,105,34,227,"No"
"2022-10-03","H4031","Aditis CheeseCake Place","C4031","4031","Cold_Pack Cheese",530,66,22,144,"No"
"2022-09-20","H4032","The Great Cheese","C4032","4032","Asiago Cheese",220,19,7,41,"No"
"2022-10-16","H4033","Quit Sausage Cheese","C4033","4033","Feta Cheese",694,91,30,198,"No"
"2022-04-24","H4034","The Great Cheese","C4034","4034","Bocconcini Cheese",239,22,8,47,"No"
"2022-10-13","H4035","Asus Blue Cheese","C4035","4035","Halloumi Cheese",795,107,35,232,"No"
"2022-01-07","H4036","Gorilla Pop Dairy","C4036","4036","Jarlsberg Cheese",878,119,39,259,"Yes"
"2022-08-25","H4037","Quit Sausage Cheese","C4037","4037","Feta Cheese",702,93,30,201,"No"
"2021-09-04","H4038","waldows Cheese","C4038","4038","Cheddar Mix Cheese",362,41,14,88,"No"
"2022-04-13","H4039","Clover Hill Dairy","C4039","4039","Brie Cheese",279,28,10,60,"No"
"2023-01-13","H4040","Carnival Cheese","C4040","4040","Colby Cheese",514,64,21,139,"No"
"2021-11-04","H4041","Item","C4041","4041","Item",988,136,44,296,"Yes"
"2022-04-22","H4042","Waiter for CHeese","C4042","4042","Emmental Cheese",669,88,29,190,"No"
"2023-02-20","H4043","Carnival Cheese","C4043","4043","Colby Cheese",498,62,20,133,"No"
"2022-04-01","H4044","The Flash Creamery","C4044","4044","Cheese Curds Cheese",392,45,15,98,"No"
"2021-11-11","H4045","Anish's Bakery ","C4045","4045","Swiss Cheese",459,56,19,120,"No"
"2022-04-14","H4046","Teetu Farm Cheese","C4046","4046","Swiss Cheese",483,59,20,128,"No"
"2022-02-07","H4047","Traditional goat cheese pizza","C4047","4047","Cottage Cheese",593,76,25,165,"No"
"2021-12-08","H4048","Stonyman Gourmet Farmer","IPH1048","4048","American Cheese",180,13,5,28,"No"
"2021-10-31","H4049","The Great Cheese","C4049","4049","Bocconcini Cheese",238,22,8,47,"No"
"2022-09-09","H4050","Cheese Wheel Plaza","C4050","4050","Creame Cheese",628,81,27,176,"No"
"2022-09-04","H4051","Anish's Bakery ","C4051","4051","Pepper Jack Cheese",438,52,18,113,"No"
"2022-03-07","H4052","Teetu Farm Cheese","C4052","4052","Colby Cheese",494,61,20,132,"No"
"2022-11-08","H4053","Gorilla Pop Dairy","C4053","4053","Havati Cheese",868,118,39,256,"Yes"
"2022-07-20","H4054","waldows Cheese","C4054","4054","Cheddar Mix Cheese",361,41,14,88,"No"
"2021-11-16","H4055","Twin Oaks Cheese","C4055","4055"," Burrata Cheese",302,32,11,68,"No"
"2021-10-03","H4056","Carnival Cheese","C4056","4056","Colby Cheese",517,64,21,140,"No"
"2022-04-10","H4057","Welcome Cheese","C4057","4057","Gruyere Cheese",824,111,36,242,"Yes"
"2021-11-28","H4058","Georges Mill Farm Artisan Cheese","C4058","4058","Blue Cheese",127,5,2,10,"No"
"2021-12-15","H4059","Saputo Cheese USA Inc","C4059","4059","Asiago Cheese",200,16,6,34,"No"
"2022-07-29","H4060","Quit Sausage Cheese","C4060","4060","Feta Cheese",696,92,30,199,"No"
"2022-05-11","H4061","Cheese Lovers","C4061","4061","Item",970,133,44,290,"Yes"
"2022-03-26","H4062","Aditis CheeseCake Place","C4062","4062","Cold_Pack Cheese",535,67,22,146,"No"
"2022-02-24","H4063","Twin Oaks Cheese","C4063","4063"," Burrata Cheese",316,34,12,73,"No"
"2022-03-06","H4064","Clover Hill Dairy","C4064","4064","Brie Cheese",283,29,10,62,"No"
"2023-02-12","H4065","Surigiva Cheese Stop","C4065","4065","Camembert Cheese",327,36,12,76,"No"
"2021-09-08","H4066","Twin Oaks Cheese","C4066","4066"," Burrata Cheese",315,34,12,73,"No"
"2022-11-29","H4067","Traditional goat cheese pizza","C4067","4067","Cottage Cheese",595,76,25,166,"No"
"2021-10-17","H4068","Caputo Brothers Creamery","C4068","4068","Bocconcini Cheese",248,23,8,50,"No"
"2021-12-21","H4069","Surigiva Cheese Stop","C4069","4069","Camembert Cheese",328,36,12,77,"No"
"2021-11-16","H4070","Saputo Cheese USA Inc","IPH1070","4070","American Cheese",195,15,6,33,"No"
"2021-11-01","H4071","Welcome Cheese","C4071","4071","Gruyere Cheese",814,110,36,238,"No"
"2022-05-26","H4072","Georges Mill Farm Artisan Cheese","C4072","4072","Blue Cheese",112,3,2,5,"No"
"2022-11-26","H4073","Cheese Wheel Plaza","C4073","4073","Creame Cheese",628,81,27,177,"No"
"2022-04-23","H4074","Carnival Cheese","C4074","4074","Colby Cheese",516,64,21,139,"No"
"2022-07-16","H4075","Traditional goat cheese pizza","C4075","4075","Cottage Cheese",583,75,25,162,"No"
"2021-12-06","H4076","International Cheese Market","C4076","4076","Farmer Made Organic Cheese",757,101,33,219,"No"
"2022-12-17","H4077","Item","C4077","4077","Item",977,134,44,292,"Yes"
"2022-09-28","H4078","Gorilla Pop Dairy","C4078","4078","Jarlsberg Cheese",880,120,39,260,"Yes"
"2022-02-08","H4079","Trillium Go Cheese","C4079","4079","Emmental Cheese",660,86,28,187,"No"
"2022-10-27","H4080","Trillium Go Cheese","C4080","4080","Creame Cheese",640,83,27,180,"No"
"2023-02-11","H4081","Gorilla Pop Dairy","C4081","4081","Havati Cheese",869,118,39,257,"Yes"
"2021-10-08","H4082","Seige at the Cheese","C4082","4082","Monterey Jack Cheese",938,129,42,279,"Yes"
"2022-12-25","H4083","Stonyman Gourmet Farmer","IPH1083","4083","American Cheese",172,12,5,25,"No"
"2022-12-15","H4084","Cheese Lovers","C4084","4084","Monterey Jack Cheese",945,130,42,282,"Yes"
"2022-09-02","H4085","Welcome Cheese","C4085","4085","Gruyere Cheese",822,111,36,241,"Yes"
"2021-11-24","H4086","waldows Cheese","C4086","4086","Camembert Cheese",356,40,14,86,"No"
"2022-10-27","H4087","Twin Oaks Cheese","C4087","4087"," Burrata Cheese",312,33,11,72,"No"
"2022-01-06","H4088","Waiter for CHeese","C4088","4088","Emmental Cheese",676,89,29,192,"No"
"2021-09-28","H4089","Surigiva Cheese Stop","C4089","4089","Camembert Cheese",326,35,12,76,"No"
"2022-10-06","H4090","waldows Cheese","C4090","4090","Cheddar Mix Cheese",379,43,15,94,"No"
"2022-09-29","H4091","Asus Blue Cheese","C4091","4091","Halloumi Cheese",784,105,34,228,"No"
"2022-03-01","H4092","Asus Blue Cheese","C4092","4092","Halloumi Cheese",794,107,35,232,"No"
"2021-10-05","H4093","Saputo Cheese USA Inc","IPH1093","4093","American Cheese",196,16,6,33,"No"
"2022-11-29","H4094","Twin Oaks Cheese","C4094","4094"," Burrata Cheese",298,31,11,67,"No"
"2022-06-11","H4095","Stellum Cheese Museum","C4095","4095","Gorgonzola Cheese",728,97,32,210,"No"
"2022-11-09","H4096","The Great Cheese","C4096","4096","Asiago Cheese",224,20,7,42,"No"
"2023-02-11","H4097","Cheese Wheel Plaza","C4097","4097","Cottage Cheese",614,79,26,172,"No"
"2022-09-12","H4098","Cheese Lovers","C4098","4098","Monterey Jack Cheese",949,130,42,283,"Yes"
"2022-12-19","H4099","Saputo Cheese USA Inc","C4099","4099","Asiago Cheese",204,17,6,36,"No"
"2023-02-27","H4100","Saputo Cheese USA Inc","IPH1100","4100","American Cheese",189,15,5,31,"No"
"2022-09-03","H4101","Caputo Brothers Creamery","C4101","4101","Brie Cheese",265,26,9,56,"No"
"2021-09-11","H4102","Surigiva Cheese Stop","C4102","4102","Camembert Cheese",329,36,12,77,"No"
"2021-09-10","H4103","Gorilla Pop Dairy","C4103","4103","Havati Cheese",871,118,39,257,"Yes"
"2023-02-17","H4104","International Cheese Market","C4104","4104","Farmer Made Organic Cheese",751,100,33,217,"No"
"2023-01-25","H4105","Mary's Dairy Store","C4105","4105","Pepper Jack Cheese",436,52,17,113,"No"
"2021-09-02","H4106","Traditional goat cheese pizza","C4106","4106","Cottage Cheese",595,76,25,165,"No"
"2021-12-24","H4107","Georges Mill Farm Artisan Cheese","C4107","4107","Blue Cheese",114,3,2,6,"No"
"2021-12-07","H4108","International Cheese Market","C4108","4108","Farmer Made Organic Cheese",773,103,34,224,"No"
"2022-10-24","H4109","Bielers Cheese","C4109","4109","Mozarilla Cheese",139,7,3,14,"No"
"2022-09-15","H4110","Quit Sausage Cheese","C4110","4110","Feta Cheese",703,93,30,201,"No"
"2021-09-03","H4111","Clover Hill Dairy","C4111","4111","Brie Cheese",282,29,10,61,"No"
"2021-12-30","H4112","Stellum Cheese Museum","C4112","4112","Gorgonzola Cheese",743,99,32,215,"No"
"2021-11-11","H4113","Trillium Go Cheese","C4113","4113","Creame Cheese",640,83,27,180,"No"
"2022-12-10","H4114","Twin Oaks Cheese","C4114","4114"," Burrata Cheese",314,34,11,72,"No"
"2023-01-21","H4115","The Flash Creamery","C4115","4115","Cheese Curds Cheese",404,47,16,102,"No"
"2021-09-05","H4116","Stonyman Gourmet Farmer","IPH1116","4116","American Cheese",165,11,4,23,"No"
"2022-02-06","H4117","Cheese Wheel Plaza","C4117","4117","Creame Cheese",633,82,27,178,"No"
"2021-08-08","H4118","Georges Mill Farm Artisan Cheese","C4118","4118","Blue Cheese",119,4,2,7,"No"
"2022-07-17","H4119","International Cheese Market","C4119","4119","Farmer Made Organic Cheese",761,102,33,221,"No"
"2022-09-18","H4120","Georges Mill Farm Artisan Cheese","C4120","4120","Blue Cheese",107,2,1,3,"No"
"2022-05-27","H4121","Trillium Go Cheese","C4121","4121","Creame Cheese",641,83,27,181,"No"
"2021-12-08","H4122","Cheese Lovers","C4122","4122","Monterey Jack Cheese",960,132,43,287,"Yes"
"2022-12-20","H4123","Carnival Cheese","C4123","4123","Colby Cheese",513,64,21,138,"No"
"2022-07-10","H4124","Twin Oaks Cheese","C4124","4124"," Burrata Cheese",321,35,12,74,"No"
"2021-11-29","H4125","The Flash Creamery","C4125","4125","Cheddar Mix Cheese",385,44,15,96,"No"
"2021-10-30","H4126","Cheese Wheel Plaza","C4126","4126","Creame Cheese",617,80,26,173,"No"
"2022-02-14","H4127","Traditional goat cheese pizza","C4127","4127","Cotija Cheese",579,74,24,160,"No"
"2023-02-24","H4128","Saputo Cheese USA Inc","C4128","4128","Asiago Cheese",202,17,6,35,"No"
"2022-07-01","H4129","Welcome Cheese","C4129","4129","Gruyere Cheese",826,112,37,242,"Yes"
"2022-10-07","H4130","Welcome Cheese","C4130","4130","Halloumi Cheese",804,108,35,235,"No"
"2021-11-15","H4131","Mary's Dairy Store","C4131","4131","Pepper Jack Cheese",428,51,17,110,"No"
"2021-10-22","H4132","Quit Sausage Cheese","C4132","4132","Gorgonzola Cheese",713,94,31,205,"No"
"2022-11-24","H4133","Welcome Cheese","C4133","4133","Gruyere Cheese",827,112,37,242,"Yes"
"2022-11-12","H4134","Stonyman Gourmet Farmer","IPH1134","4134","American Cheese",183,14,5,29,"No"
"2022-04-19","H4135","Popping Plaza","C4135","4135","Limburger Cheese",913,125,41,271,"Yes"
"2021-08-10","H4136","Popping Plaza","C4136","4136","Limburger Cheese",912,125,41,271,"Yes"
"2022-03-10","H4137","Ananyas Dream land for Cheese","C4137","4137","Cotija Cheese",560,71,23,154,"No"
"2022-09-30","H4138","Quit Sausage Cheese","C4138","4138","Feta Cheese",694,91,30,198,"No"
"2022-08-30","H4139","Anish's Bakery ","C4139","4139","Swiss Cheese",454,55,18,119,"No"
"2022-01-04","H4140","waldows Cheese","C4140","4140","Cheddar Mix Cheese",374,43,14,92,"No"
"2021-08-23","H4141","International Cheese Market","C4141","4141","Farmer Made Organic Cheese",756,101,33,219,"No"
"2022-01-16","H4142","International Cheese Market","C4142","4142","Farmer Made Organic Cheese",769,103,34,223,"No"
"2021-12-21","H4143","waldows Cheese","C4143","4143","Cheddar Mix Cheese",372,42,14,91,"No"
"2022-08-27","H4144","Popping Plaza","C4144","4144","Jarlsberg Cheese",894,122,40,265,"Yes"
"2021-11-03","H4145","Aditis CheeseCake Place","C4145","4145","Cold_Pack Cheese",536,67,22,146,"No"
"2022-07-01","H4146","Carnival Cheese","C4146","4146","Cold_Pack Cheese",520,65,22,141,"No"
"2021-11-15","H4147","Seige at the Cheese","C4147","4147","Limburger Cheese",929,127,42,277,"Yes"
"2022-03-12","H4148","Trillium Go Cheese","C4148","4148","Creame Cheese",642,84,28,181,"No"
"2022-10-25","H4149","Stonyman Gourmet Farmer","IPH1149","4149","American Cheese",171,12,4,25,"No"
"2023-01-07","H4150","Saputo Cheese USA Inc","C4150","4150","Asiago Cheese",208,17,6,37,"No"
"2022-12-01","H4151","Teetu Farm Cheese","C4151","4151","Swiss Cheese",466,57,19,123,"No"
"2022-06-23","H4152","Bielers Cheese","C4152","4152","Mozarilla Cheese",156,10,4,20,"No"
"2021-09-25","H4153","Anish's Bakery ","C4153","4153","Swiss Cheese",464,56,19,122,"No"
"2022-01-22","H4154","Traditional goat cheese pizza","C4154","4154","Cottage Cheese",597,77,25,166,"No"
"2022-01-06","H4155","Ananyas Dream land for Cheese","C4155","4155","Cotija Cheese",552,70,23,151,"No"
"2022-04-18","H4156","Waiter for CHeese","C4156","4156","Emmental Cheese",678,89,29,193,"No"
"2022-04-12","H4157","Nebraska Cheese Stop","C4157","4157","Havati Cheese",851,115,38,251,"Yes"
"2022-07-16","H4158","Waiter for CHeese","C4158","4158","Emmental Cheese",668,87,29,190,"No"
"2022-11-12","H4159","Georges Mill Farm Artisan Cheese","C4159","4159","Blue Cheese",125,5,2,9,"No"
"2022-11-11","H4160","International Cheese Market","C4160","4160","Farmer Made Organic Cheese",767,102,34,222,"No"
"2021-11-22","H4161","waldows Cheese","C4161","4161","Cheddar Mix Cheese",377,43,15,93,"No"
"2022-07-31","H4162","Saputo Cheese USA Inc","C4162","4162","Asiago Cheese",202,17,6,35,"No"
"2022-02-09","H4163","Surigiva Cheese Stop","C4163","4163","Camembert Cheese",337,37,13,80,"No"
"2022-11-06","H4164","Ananyas Dream land for Cheese","C4164","4164","Cotija Cheese",551,70,23,151,"No"
"2022-02-22","H4165","The Flash Creamery","C4165","4165","Cheese Curds Cheese",403,47,16,102,"No"
"2022-06-22","H4166","Asus Blue Cheese","C4166","4166","Halloumi Cheese",793,107,35,231,"No"
"2023-02-22","H4167","International Cheese Market","C4167","4167","Farmer Made Organic Cheese",768,103,34,223,"No"
"2022-10-02","H4168","Asus Blue Cheese","C4168","4168","Halloumi Cheese",779,104,34,227,"No"
"2022-06-04","H4169","Traditional goat cheese pizza","C4169","4169","Cottage Cheese",593,76,25,165,"No"
"2022-12-05","H4170","Bielers Cheese","C4170","4170","Mozarilla Cheese",134,6,3,12,"No"
"2022-04-03","H4171","Cheese Wheel Plaza","C4171","4171","Creame Cheese",624,81,27,175,"No"
"2022-11-05","H4172","Welcome Cheese","C4172","4172","Gruyere Cheese",824,111,36,242,"Yes"
"2023-02-14","H4173","Item","C4173","4173","Item",1000,138,45,300,"Yes"
"2022-03-25","H4174","Georges Mill Farm Artisan Cheese","C4174","4174","Blue Cheese",107,2,1,3,"No"
"2021-08-31","H4175","Carnival Cheese","C4175","4175","Colby Cheese",497,61,20,133,"No"
"2021-10-14","H4176","Bielers Cheese","C4176","4176","Blue Cheese",132,6,3,12,"No"
"2022-08-03","H4177","Item","C4177","4177","Item",984,136,44,295,"Yes"
"2023-02-28","H4178","Saputo Cheese USA Inc","IPH1178","4178","American Cheese",188,14,5,30,"No"
"2021-08-30","H4179","The Flash Creamery","C4179","4179","Cheese Curds Cheese",409,48,16,104,"No"
"2022-03-05","H4180","waldows Cheese","C4180","4180","Cheddar Mix Cheese",377,43,15,93,"No"
"2023-02-06","H4181","Clover Hill Dairy","C4181","4181","Brie Cheese",292,30,10,65,"No"
"2022-10-04","H4182","The Flash Creamery","C4182","4182","Cheddar Mix Cheese",385,44,15,96,"No"
"2022-12-23","H4183","Caputo Brothers Creamery","C4183","4183","Bocconcini Cheese",251,24,8,51,"No"
"2022-05-14","H4184","Ananyas Dream land for Cheese","C4184","4184","Cotija Cheese",564,72,24,155,"No"
"2023-01-12","H4185","Mary's Dairy Store","C4185","4185","Cheese Curds Cheese",416,49,16,106,"No"
"2022-08-18","H4186","Waiter for CHeese","C4186","4186","Emmental Cheese",666,87,29,189,"No"
"2022-03-16","H4187","waldows Cheese","C4187","4187","Camembert Cheese",356,40,14,86,"No"
"2022-03-07","H4188","Stellum Cheese Museum","C4188","4188","Gorgonzola Cheese",742,99,32,214,"No"
"2022-01-28","H4189","Ananyas Dream land for Cheese","C4189","4189","Cotija Cheese",562,71,24,154,"No"
"2023-01-30","H4190","Cheese Wheel Plaza","C4190","4190","Creame Cheese",632,82,27,178,"No"
"2021-08-13","H4191","Seige at the Cheese","C4191","4191","Monterey Jack Cheese",941,129,42,280,"Yes"
"2022-10-17","H4192","International Cheese Market","C4192","4192","Farmer Made Organic Cheese",747,99,33,216,"No"
"2021-10-27","H4193","Stonyman Gourmet Farmer","IPH1193","4193","American Cheese",174,12,5,25,"No"
"2022-06-22","H4194","Bielers Cheese","C4194","4194","Mozarilla Cheese",147,8,3,17,"No"
"2022-05-07","H4195","Twin Oaks Cheese","C4195","4195"," Burrata Cheese",324,35,12,75,"No"
"2022-01-17","H4196","Caputo Brothers Creamery","C4196","4196","Bocconcini Cheese",252,24,8,52,"No"
"2022-05-12","H4197","Anish's Bakery ","C4197","4197","Pepper Jack Cheese",444,53,18,115,"No"
"2022-02-10","H4198","Carnival Cheese","C4198","4198","Colby Cheese",501,62,21,134,"No"
"2021-08-11","H4199","Teetu Farm Cheese","C4199","4199","Swiss Cheese",466,57,19,123,"No"
"2022-01-04","H4200","Cheese Wheel Plaza","C4200","4200","Creame Cheese",628,81,27,176,"No"
"2022-01-18","H4201","Item","C4201","4201","Item",989,136,44,296,"Yes"
"2022-05-16","H4202","Popping Plaza","C4202","4202","Limburger Cheese",908,124,40,269,"Yes"
"2021-08-05","H4203","Mary's Dairy Store","C4203","4203","Cheese Curds Cheese",419,49,17,107,"No"
"2022-11-23","H4204","The Great Cheese","C4204","4204","Asiago Cheese",219,19,7,41,"No"
"2021-11-17","H4205","Surigiva Cheese Stop","C4205","4205","Camembert Cheese",348,39,13,84,"No"
"2021-11-18","H4206","Caputo Brothers Creamery","C4206","4206","Bocconcini Cheese",248,24,8,50,"No"
"2022-10-24","H4207","Waiter for CHeese","C4207","4207","Emmental Cheese",670,88,29,190,"No"
"2021-11-11","H4208","Mary's Dairy Store","C4208","4208","Pepper Jack Cheese",433,52,17,112,"No"
"2021-09-05","H4209","Cheese Wheel Plaza","C4209","4209","Creame Cheese",621,80,26,174,"No"
"2023-02-16","H4210","Caputo Brothers Creamery","C4210","4210","Bocconcini Cheese",260,25,9,54,"No"
"2021-09-12","H4211","Anish's Bakery ","C4211","4211","Pepper Jack Cheese",439,53,18,114,"No"
"2022-05-03","H4212","Traditional goat cheese pizza","C4212","4212","Cottage Cheese",595,76,25,166,"No"
"2022-02-14","H4213","Stellum Cheese Museum","C4213","4213","Farmer Made Organic Cheese",743,99,32,215,"No"
"2022-02-04","H4214","Welcome Cheese","C4214","4214","Gruyere Cheese",819,110,36,240,"No"
"2022-12-15","H4215","Clover Hill Dairy","C4215","4215"," Burrata Cheese",294,30,10,65,"No"
"2023-01-02","H4216","Waiter for CHeese","C4216","4216","Emmental Cheese",675,89,29,192,"No"
"2021-11-20","H4217","Cheese Lovers","C4217","4217","Monterey Jack Cheese",967,133,43,289,"Yes"
"2021-10-15","H4218","Surigiva Cheese Stop","C4218","4218","Camembert Cheese",341,38,13,81,"No"
"2021-11-13","H4219","Popping Plaza","C4219","4219","Jarlsberg Cheese",893,122,40,264,"Yes"
"2022-06-28","H4220","Traditional goat cheese pizza","C4220","4220","Cottage Cheese",584,75,25,162,"No"
"2022-06-26","H4221","Traditional goat cheese pizza","C4221","4221","Cottage Cheese",596,76,25,166,"No"
"2022-02-28","H4222","Quit Sausage Cheese","C4222","4222","Feta Cheese",695,92,30,199,"No"
"2021-12-31","H4223","Cheese Wheel Plaza","C4223","4223","Creame Cheese",633,82,27,178,"No"
"2021-09-11","H4224","International Cheese Market","C4224","4224","Farmer Made Organic Cheese",771,103,34,224,"No"
"2021-09-16","H4225","Cheese Wheel Plaza","C4225","4225","Cottage Cheese",606,78,26,169,"No"
"2022-04-16","H4226","Waiter for CHeese","C4226","4226","Feta Cheese",683,90,30,195,"No"
"2022-03-21","H4227","Popping Plaza","C4227","4227","Jarlsberg Cheese",888,121,40,263,"Yes"
"2022-05-06","H4228","Georges Mill Farm Artisan Cheese","C4228","4228","Blue Cheese",102,1,1,2,"No"
"2023-01-12","H4229","International Cheese Market","C4229","4229","Farmer Made Organic Cheese",774,104,34,225,"No"
"2022-09-14","H4230","International Cheese Market","C4230","4230","Farmer Made Organic Cheese",757,101,33,219,"No"
"2021-10-28","H4231","The Flash Creamery","C4231","4231","Cheese Curds Cheese",403,47,16,102,"No"
"2023-02-08","H4232","waldows Cheese","C4232","4232","Camembert Cheese",354,40,13,85,"No"
"2021-10-02","H4233","Saputo Cheese USA Inc","C4233","4233","Asiago Cheese",200,16,6,34,"No"
"2021-10-01","H4234","Caputo Brothers Creamery","C4234","4234","Bocconcini Cheese",241,22,8,48,"No"
"2023-01-24","H4235","Bielers Cheese","C4235","4235","Mozarilla Cheese",143,8,3,15,"No"
"2023-02-10","H4236","Popping Plaza","C4236","4236","Limburger Cheese",912,125,41,271,"Yes"
"2021-12-03","H4237","Surigiva Cheese Stop","C4237","4237","Camembert Cheese",352,39,13,85,"No"
"2022-07-09","H4238","Stellum Cheese Museum","C4238","4238","Farmer Made Organic Cheese",743,99,32,215,"No"
"2022-05-20","H4239","Waiter for CHeese","C4239","4239","Emmental Cheese",669,88,29,190,"No"
"2022-08-11","H4240","Mary's Dairy Store","C4240","4240","Pepper Jack Cheese",437,52,17,113,"No"
"2022-06-30","H4241","Waiter for CHeese","C4241","4241","Feta Cheese",690,91,30,197,"No"
"2021-12-18","H4242","Trillium Go Cheese","C4242","4242","Emmental Cheese",653,85,28,185,"No"
"2022-11-07","H4243","Nebraska Cheese Stop","C4243","4243","Havati Cheese",850,115,38,250,"Yes"
"2022-08-02","H4244","Stonyman Gourmet Farmer","IPH1244","4244","American Cheese",177,13,5,27,"No"
"2022-02-19","H4245","Item","C4245","4245","Item",983,135,44,294,"Yes"
"2021-11-20","H4246","Welcome Cheese","C4246","4246","Halloumi Cheese",804,108,35,235,"No"
"2021-09-01","H4247","The Flash Creamery","C4247","4247","Cheese Curds Cheese",402,47,16,101,"No"
"2022-11-02","H4248","Gorilla Pop Dairy","C4248","4248","Jarlsberg Cheese",872,119,39,258,"Yes"
"2022-09-24","H4249","Traditional goat cheese pizza","C4249","4249","Cottage Cheese",591,76,25,164,"No"
"2022-01-12","H4250","Cheese Lovers","C4250","4250","Item",970,133,44,290,"Yes"
"2022-09-19","H4251","Popping Plaza","C4251","4251","Jarlsberg Cheese",898,122,40,266,"Yes"
"2021-09-14","H4252","Popping Plaza","C4252","4252","Jarlsberg Cheese",902,123,40,267,"Yes"
"2022-10-21","H4253","Aditis CheeseCake Place","C4253","4253","Cold_Pack Cheese",523,65,22,141,"No"
"2021-08-28","H4254","Clover Hill Dairy","C4254","4254","Brie Cheese",279,28,10,60,"No"
"2022-01-07","H4255","waldows Cheese","C4255","4255","Cheddar Mix Cheese",364,41,14,89,"No"
"2022-03-25","H4256","Quit Sausage Cheese","C4256","4256","Feta Cheese",706,93,31,202,"No"
"2022-05-28","H4257","Trillium Go Cheese","C4257","4257","Emmental Cheese",652,85,28,185,"No"
"2021-12-10","H4258","waldows Cheese","C4258","4258","Cheddar Mix Cheese",376,43,14,93,"No"
"2023-02-20","H4259","Stellum Cheese Museum","C4259","4259","Farmer Made Organic Cheese",747,99,33,216,"No"
"2022-03-24","H4260","Cheese Lovers","C4260","4260","Monterey Jack Cheese",965,133,43,288,"Yes"
"2022-07-25","H4261","Aditis CheeseCake Place","C4261","4261","Cold_Pack Cheese",523,65,22,141,"No"
"2021-11-27","H4262","Anish's Bakery ","C4262","4262","Swiss Cheese",458,55,18,120,"No"
"2022-09-11","H4263","Welcome Cheese","C4263","4263","Gruyere Cheese",825,111,36,242,"Yes"
"2022-08-22","H4264","Georges Mill Farm Artisan Cheese","C4264","4264","Blue Cheese",118,4,2,7,"No"
"2022-03-05","H4265","Bielers Cheese","C4265","4265","Mozarilla Cheese",140,7,3,14,"No"
"2022-12-21","H4266","Teetu Farm Cheese","C4266","4266","Swiss Cheese",479,59,20,127,"No"
"2023-02-19","H4267","Traditional goat cheese pizza","C4267","4267","Cottage Cheese",583,75,25,161,"No"
"2021-10-19","H4268","Cheese Lovers","C4268","4268","Monterey Jack Cheese",964,133,43,288,"Yes"
"2022-04-19","H4269","The Great Cheese","C4269","4269","Asiago Cheese",226,20,7,43,"No"
"2022-08-25","H4270","Twin Oaks Cheese","C4270","4270"," Burrata Cheese",299,31,11,67,"No"
"2021-09-10","H4271","Teetu Farm Cheese","C4271","4271","Swiss Cheese",482,59,20,128,"No"
"2021-09-05","H4272","Saputo Cheese USA Inc","C4272","4272","Asiago Cheese",204,17,6,35,"No"
"2022-07-27","H4273","Trillium Go Cheese","C4273","4273","Emmental Cheese",662,86,28,188,"No"
"2023-02-06","H4274","International Cheese Market","C4274","4274","Farmer Made Organic Cheese",757,101,33,219,"No"
"2022-04-30","H4275","Cheese Wheel Plaza","C4275","4275","Creame Cheese",626,81,27,176,"No"
"2023-02-15","H4276","The Great Cheese","C4276","4276","Asiago Cheese",216,19,7,40,"No"
"2021-09-21","H4277","Surigiva Cheese Stop","C4277","4277","Camembert Cheese",330,36,12,77,"No"
"2022-01-25","H4278","The Flash Creamery","C4278","4278","Cheese Curds Cheese",404,47,16,102,"No"
"2022-01-10","H4279","Carnival Cheese","C4279","4279","Colby Cheese",515,64,21,139,"No"
"2022-01-19","H4280","Trillium Go Cheese","C4280","4280","Creame Cheese",638,83,27,180,"No"
"2021-10-16","H4281","Anish's Bakery ","C4281","4281","Pepper Jack Cheese",441,53,18,114,"No"
"2021-09-25","H4282","Asus Blue Cheese","C4282","4282","Halloumi Cheese",775,104,34,225,"No"
"2023-01-07","H4283","Ananyas Dream land for Cheese","C4283","4283","Cotija Cheese",555,70,23,152,"No"
"2022-07-14","H4284","Popping Plaza","C4284","4284","Jarlsberg Cheese",888,121,40,263,"Yes"
"2022-05-30","H4285","The Flash Creamery","C4285","4285","Cheese Curds Cheese",407,48,16,103,"No"
"2022-08-12","H4286","Saputo Cheese USA Inc","IPH1286","4286","American Cheese",192,15,6,32,"No"
"2023-02-19","H4287","Popping Plaza","C4287","4287","Limburger Cheese",912,125,41,271,"Yes"
"2021-09-23","H4288","Seige at the Cheese","C4288","4288","Limburger Cheese",925,127,41,275,"Yes"
"2021-12-26","H4289","Welcome Cheese","C4289","4289","Gruyere Cheese",810,109,36,237,"No"
