"Harvested_Date","IP_ID","Quantity","Ref_Person_Location_ID","IP_Date","Subsequent_ID","Outbreak"
"2022-09-05","3925",698,92,"2022-09-11","R3925","no"
"2023-01-27","3926",224,20,"2023-02-02","R3926","no"
"2021-11-28","3927",262,26,"2021-12-03","R3927","no"
"2022-12-01","3928",963,132,"2022-12-06","R3928","yes"
"2022-02-28","3929",880,120,"2022-03-04","R3929","no"
"2022-07-06","3930",766,102,"2022-07-11","R3930","no"
"2022-12-08","3931",606,78,"2022-12-14","R3931","no"
"2022-10-14","3932",665,87,"2022-10-19","R3932","no"
"2021-09-03","3933",348,39,"2021-09-07","R3933","no"
"2022-02-24","3934",255,25,"2022-02-28","R3934","no"
"2022-11-19","3935",366,41,"2022-11-25","R3935","no"
"2022-10-16","3936",139,7,"2022-10-22","R3936","no"
"2021-10-08","3937",967,133,"2021-10-12","R3937","yes"
"2022-05-07","3938",663,87,"2022-05-12","R3938","no"
"2022-06-19","3939",864,117,"2022-06-24","R3939","no"
"2022-06-11","3940",228,20,"2022-06-16","R3940","no"
"2022-07-13","3941",153,9,"2022-07-19","R3941","no"
"2021-08-07","3942",115,3,"2021-08-11","R3942","no"
"2023-02-14","3943",938,129,"2023-02-20","R3943","yes"
"2022-07-14","3944",340,38,"2022-07-19","R3944","no"
"2022-10-02","3945",471,57,"2022-10-07","R3945","no"
"2023-01-21","3946",196,16,"2023-01-26","R3946","no"
"2022-10-26","3947",597,77,"2022-10-31","R3947","no"
"2021-12-19","3948",711,94,"2021-12-24","R3948","no"
"2022-08-18","3949",537,68,"2022-08-23","R3949","no"
"2023-01-21","3950",387,45,"2023-01-27","R3950","no"
"2021-12-07","3951",905,123,"2021-12-12","R3951","no"
"2021-11-10","3952",488,60,"2021-11-15","R3952","no"
"2021-09-29","3953",739,98,"2021-10-03","R3953","no"
"2021-09-18","3954",521,65,"2021-09-22","R3954","no"
"2023-01-15","3955",934,128,"2023-01-20","R3955","yes"
"2022-08-25","3956",584,75,"2022-08-31","R3956","no"
"2022-08-29","3957",152,9,"2022-09-03","R3957","no"
"2023-03-18","3958",520,65,"2023-03-24","R3958","no"
"2021-10-03","3959",549,69,"2021-10-08","R3959","no"
"2022-09-08","3960",190,15,"2022-09-13","R3960","no"
"2023-02-15","3961",839,113,"2023-02-21","R3961","no"
"2022-04-06","3962",895,122,"2022-04-10","R3962","no"
"2021-09-12","3963",643,84,"2021-09-17","R3963","no"
"2021-12-07","3964",361,41,"2021-12-11","R3964","no"
"2022-07-30","3965",640,83,"2022-08-04","R3965","no"
"2022-05-07","3966",245,23,"2022-05-12","R3966","no"
"2021-09-15","3967",860,117,"2021-09-19","R3967","no"
"2022-09-03","3968",869,118,"2022-09-08","R3968","no"
"2022-11-14","3969",423,50,"2022-11-20","R3969","no"
"2022-11-10","3970",255,25,"2022-11-16","R3970","no"
"2021-08-15","3971",721,96,"2021-08-19","R3971","no"
"2022-10-31","3972",225,20,"2022-11-05","R3972","no"
"2022-12-24","3973",953,131,"2022-12-30","R3973","yes"
"2023-02-10","3974",794,107,"2023-02-16","R3974","no"
"2021-09-28","3975",988,136,"2021-10-02","R3975","yes"
"2022-09-18","3976",482,59,"2022-09-24","R3976","no"
"2022-01-07","3977",933,128,"2022-01-11","R3977","yes"
"2021-12-06","3978",951,130,"2021-12-11","R3978","yes"
"2023-03-13","3979",373,43,"2023-03-19","R3979","no"
"2021-08-16","3980",806,108,"2021-08-20","R3980","no"
"2021-09-04","3981",657,86,"2021-09-08","R3981","no"
"2022-12-31","3982",301,32,"2023-01-06","R3982","no"
"2023-02-07","3983",245,23,"2023-02-12","R3983","no"
"2022-11-12","3984",572,73,"2022-11-18","R3984","no"
"2022-12-09","3985",400,47,"2022-12-15","R3985","no"
"2021-11-27","3986",988,136,"2021-12-01","R3986","yes"
"2021-12-31","3987",852,115,"2022-01-05","R3987","no"
"2023-02-18","3988",767,102,"2023-02-24","R3988","no"
"2022-04-18","3989",395,46,"2022-04-23","R3989","no"
"2021-08-17","3990",488,60,"2021-08-21","R3990","no"
"2022-05-14","3991",526,66,"2022-05-19","R3991","no"
"2022-11-18","3992",508,63,"2022-11-24","R3992","no"
"2021-10-31","3993",711,94,"2021-11-04","R3993","no"
"2022-09-10","3994",134,6,"2022-09-15","R3994","no"
"2023-02-11","3995",532,67,"2023-02-17","R3995","no"
"2022-10-25","3996",371,42,"2022-10-30","R3996","no"
"2022-11-16","3997",486,60,"2022-11-21","R3997","no"
"2023-01-20","3998",559,71,"2023-01-26","R3998","no"
"2023-01-13","3999",737,98,"2023-01-18","R3999","no"
"2022-01-29","4000",800,108,"2022-02-02","R4000","no"
"2022-08-24","4001",548,69,"2022-08-30","R4001","no"
"2021-12-29","4002",402,47,"2022-01-03","R4002","no"
"2021-10-06","4003",823,111,"2021-10-10","R4003","no"
"2023-01-17","4004",621,80,"2023-01-23","R4004","no"
"2022-01-27","4005",684,90,"2022-01-31","R4005","no"
"2023-02-20","4006",372,42,"2023-02-26","R4006","no"
"2022-08-08","4007",253,24,"2022-08-13","R4007","no"
"2022-11-01","4008",698,92,"2022-11-06","R4008","no"
"2021-08-04","4009",523,65,"2021-08-08","R4009","no"
"2021-10-25","4010",590,76,"2021-10-29","R4010","no"
"2021-12-10","4011",461,56,"2021-12-14","R4011","no"
"2021-12-14","4012",400,47,"2021-12-19","R4012","no"
"2023-03-16","4013",723,96,"2023-03-22","R4013","no"
"2022-08-28","4014",944,129,"2022-09-02","R4014","yes"
"2022-03-06","4015",752,100,"2022-03-10","R4015","no"
"2022-03-05","4016",708,94,"2022-03-10","R4016","no"
"2023-01-11","4017",454,55,"2023-01-16","R4017","no"
"2022-02-28","4018",965,133,"2022-03-05","R4018","yes"
"2022-01-27","4019",926,127,"2022-02-01","R4019","yes"
"2022-08-28","4020",560,71,"2022-09-02","R4020","no"
"2022-01-21","4021",620,80,"2022-01-25","R4021","no"
"2022-06-10","4022",515,64,"2022-06-15","R4022","no"
"2022-05-17","4023",493,61,"2022-05-22","R4023","no"
"2022-09-04","4024",191,15,"2022-09-09","R4024","no"
"2022-06-26","4025",461,56,"2022-07-01","R4025","no"
"2021-09-14","4026",203,17,"2021-09-18","R4026","no"
"2022-09-22","4027",975,134,"2022-09-28","R4027","yes"
"2022-11-29","4028",717,95,"2022-12-04","R4028","no"
"2022-07-28","4029",821,111,"2022-08-03","R4029","no"
"2022-05-14","4030",780,105,"2022-05-19","R4030","no"
"2022-10-18","4031",530,66,"2022-10-24","R4031","no"
"2022-10-04","4032",220,19,"2022-10-10","R4032","no"
"2022-10-31","4033",694,91,"2022-11-06","R4033","no"
"2022-05-03","4034",239,22,"2022-05-08","R4034","no"
"2022-10-28","4035",795,107,"2022-11-03","R4035","no"
"2022-01-13","4036",878,119,"2022-01-17","R4036","no"
"2022-09-07","4037",702,93,"2022-09-13","R4037","no"
"2021-09-06","4038",362,41,"2021-09-10","R4038","no"
"2022-04-22","4039",279,28,"2022-04-27","R4039","no"
"2023-01-31","4040",514,64,"2023-02-06","R4040","no"
"2021-11-07","4041",988,136,"2021-11-12","R4041","yes"
"2022-05-01","4042",669,88,"2022-05-06","R4042","no"
"2023-03-12","4043",498,62,"2023-03-18","R4043","no"
"2022-04-09","4044",392,45,"2022-04-14","R4044","no"
"2021-11-15","4045",459,56,"2021-11-19","R4045","no"
"2022-04-23","4046",483,59,"2022-04-27","R4046","no"
"2022-02-14","4047",593,76,"2022-02-18","R4047","no"
"2021-12-12","4048",180,13,"2021-12-17","R4048","no"
"2021-11-03","4049",238,22,"2021-11-08","R4049","no"
"2022-09-23","4050",628,81,"2022-09-28","R4050","no"
"2022-09-18","4051",438,52,"2022-09-23","R4051","no"
"2022-03-14","4052",494,61,"2022-03-19","R4052","no"
"2022-11-24","4053",868,118,"2022-11-29","R4053","no"
"2022-08-01","4054",361,41,"2022-08-06","R4054","no"
"2021-11-19","4055",302,32,"2021-11-24","R4055","no"
"2021-10-05","4056",517,64,"2021-10-09","R4056","no"
"2022-04-18","4057",824,111,"2022-04-23","R4057","no"
"2021-12-02","4058",127,5,"2021-12-07","R4058","no"
"2021-12-20","4059",200,16,"2021-12-24","R4059","no"
"2022-08-11","4060",696,92,"2022-08-16","R4060","no"
"2022-05-21","4061",970,133,"2022-05-26","R4061","yes"
"2022-04-03","4062",535,67,"2022-04-08","R4062","no"
"2022-03-03","4063",316,34,"2022-03-08","R4063","no"
"2022-03-14","4064",283,29,"2022-03-19","R4064","no"
"2023-03-03","4065",327,36,"2023-03-09","R4065","no"
"2021-09-09","4066",315,34,"2021-09-14","R4066","no"
"2022-12-15","4067",595,76,"2022-12-21","R4067","no"
"2021-10-20","4068",248,23,"2021-10-24","R4068","no"
"2021-12-26","4069",328,36,"2021-12-31","R4069","no"
"2021-11-20","4070",195,15,"2021-11-24","R4070","no"
"2021-11-04","4071",814,110,"2021-11-08","R4071","no"
"2022-06-05","4072",112,3,"2022-06-10","R4072","no"
"2022-12-13","4073",628,81,"2022-12-18","R4073","no"
"2022-05-02","4074",516,64,"2022-05-07","R4074","no"
"2022-07-28","4075",583,75,"2022-08-02","R4075","no"
"2021-12-11","4076",757,101,"2021-12-15","R4076","no"
"2023-01-04","4077",977,134,"2023-01-10","R4077","yes"
"2022-10-12","4078",880,120,"2022-10-18","R4078","no"
"2022-02-14","4079",660,86,"2022-02-19","R4079","no"
"2022-11-12","4080",640,83,"2022-11-17","R4080","no"
"2023-03-02","4081",869,118,"2023-03-08","R4081","no"
"2021-10-10","4082",938,129,"2021-10-14","R4082","yes"
"2023-01-12","4083",172,12,"2023-01-17","R4083","no"
"2023-01-01","4084",945,130,"2023-01-07","R4084","yes"
"2022-09-15","4085",822,111,"2022-09-21","R4085","no"
"2021-11-28","4086",356,40,"2021-12-02","R4086","no"
"2022-11-12","4087",312,33,"2022-11-18","R4087","no"
"2022-01-12","4088",676,89,"2022-01-16","R4088","no"
"2021-09-30","4089",326,35,"2021-10-04","R4089","no"
"2022-10-21","4090",379,43,"2022-10-27","R4090","no"
"2022-10-14","4091",784,105,"2022-10-19","R4091","no"
"2022-03-08","4092",794,107,"2022-03-13","R4092","no"
"2021-10-07","4093",196,16,"2021-10-12","R4093","no"
"2022-12-16","4094",298,31,"2022-12-21","R4094","no"
"2022-06-22","4095",728,97,"2022-06-27","R4095","no"
"2022-11-25","4096",224,20,"2022-12-01","R4096","no"
"2023-03-02","4097",614,79,"2023-03-08","R4097","no"
"2022-09-26","4098",949,130,"2022-10-01","R4098","yes"
"2023-01-06","4099",204,17,"2023-01-12","R4099","no"
"2023-03-19","4100",189,15,"2023-03-25","R4100","no"
"2022-09-17","4101",265,26,"2022-09-22","R4101","no"
"2021-09-13","4102",329,36,"2021-09-17","R4102","no"
"2021-09-12","4103",871,118,"2021-09-16","R4103","no"
"2023-03-09","4104",751,100,"2023-03-15","R4104","no"
"2023-02-13","4105",436,52,"2023-02-19","R4105","no"
"2021-09-03","4106",595,76,"2021-09-07","R4106","no"
"2021-12-29","4107",114,3,"2022-01-02","R4107","no"
"2021-12-11","4108",773,103,"2021-12-15","R4108","no"
"2022-11-08","4109",139,7,"2022-11-14","R4109","no"
"2022-09-29","4110",703,93,"2022-10-05","R4110","no"
"2021-09-04","4111",282,29,"2021-09-08","R4111","no"
"2022-01-04","4112",743,99,"2022-01-09","R4112","no"
"2021-11-15","4113",640,83,"2021-11-19","R4113","no"
"2022-12-27","4114",314,34,"2023-01-02","R4114","no"
"2023-02-09","4115",404,47,"2023-02-15","R4115","no"
"2021-09-06","4116",165,11,"2021-09-10","R4116","no"
"2022-02-13","4117",633,82,"2022-02-18","R4117","no"
"2021-08-08","4118",119,4,"2021-08-12","R4118","no"
"2022-07-30","4119",761,102,"2022-08-04","R4119","no"
"2022-10-03","4120",107,2,"2022-10-08","R4120","no"
"2022-06-07","4121",641,83,"2022-06-12","R4121","no"
"2021-12-12","4122",960,132,"2021-12-17","R4122","yes"
"2023-01-07","4123",513,64,"2023-01-13","R4123","no"
"2022-07-22","4124",321,35,"2022-07-27","R4124","no"
"2021-12-04","4125",385,44,"2021-12-08","R4125","no"
"2021-11-02","4126",617,80,"2021-11-06","R4126","no"
"2022-02-21","4127",579,74,"2022-02-26","R4127","no"
"2023-03-16","4128",202,17,"2023-03-22","R4128","no"
"2022-07-13","4129",826,112,"2022-07-18","R4129","no"
"2022-10-21","4130",804,108,"2022-10-27","R4130","no"
"2021-11-19","4131",428,51,"2021-11-23","R4131","no"
"2021-10-25","4132",713,94,"2021-10-29","R4132","no"
"2022-12-11","4133",827,112,"2022-12-16","R4133","no"
"2022-11-28","4134",183,14,"2022-12-03","R4134","no"
"2022-04-28","4135",913,125,"2022-05-03","R4135","yes"
"2021-08-10","4136",912,125,"2021-08-14","R4136","yes"
"2022-03-17","4137",560,71,"2022-03-22","R4137","no"
"2022-10-15","4138",694,91,"2022-10-20","R4138","no"
"2022-09-13","4139",454,55,"2022-09-18","R4139","no"
"2022-01-09","4140",374,43,"2022-01-14","R4140","no"
"2021-08-23","4141",756,101,"2021-08-27","R4141","no"
"2022-01-22","4142",769,103,"2022-01-27","R4142","no"
"2021-12-26","4143",372,42,"2021-12-30","R4143","no"
"2022-09-09","4144",894,122,"2022-09-15","R4144","no"
"2021-11-06","4145",536,67,"2021-11-10","R4145","no"
"2022-07-12","4146",520,65,"2022-07-17","R4146","no"
"2021-11-19","4147",929,127,"2021-11-23","R4147","yes"
"2022-03-20","4148",642,84,"2022-03-25","R4148","no"
"2022-11-10","4149",171,12,"2022-11-15","R4149","no"
"2023-01-25","4150",208,17,"2023-01-31","R4150","no"
"2022-12-18","4151",466,57,"2022-12-24","R4151","no"
"2022-07-05","4152",156,10,"2022-07-10","R4152","no"
"2021-09-27","4153",464,56,"2021-10-01","R4153","no"
"2022-01-28","4154",597,77,"2022-02-01","R4154","no"
"2022-01-11","4155",552,70,"2022-01-16","R4155","no"
"2022-04-27","4156",678,89,"2022-05-02","R4156","no"
"2022-04-21","4157",851,115,"2022-04-26","R4157","no"
"2022-07-28","4158",668,87,"2022-08-02","R4158","no"
"2022-11-28","4159",125,5,"2022-12-04","R4159","no"
"2022-11-27","4160",767,102,"2022-12-03","R4160","no"
"2021-11-26","4161",377,43,"2021-11-30","R4161","no"
"2022-08-12","4162",202,17,"2022-08-18","R4162","no"
"2022-02-16","4163",337,37,"2022-02-20","R4163","no"
"2022-11-22","4164",551,70,"2022-11-27","R4164","no"
"2022-03-01","4165",403,47,"2022-03-06","R4165","no"
"2022-07-03","4166",793,107,"2022-07-08","R4166","no"
"2023-03-14","4167",768,103,"2023-03-20","R4167","no"
"2022-10-17","4168",779,104,"2022-10-22","R4168","no"
"2022-06-14","4169",593,76,"2022-06-20","R4169","no"
"2022-12-22","4170",134,6,"2022-12-27","R4170","no"
"2022-04-12","4171",624,81,"2022-04-16","R4171","no"
"2022-11-21","4172",824,111,"2022-11-27","R4172","no"
"2023-03-06","4173",1000,138,"2023-03-12","R4173","yes"
"2022-04-02","4174",107,2,"2022-04-07","R4174","no"
"2021-09-01","4175",497,61,"2021-09-05","R4175","no"
"2021-10-16","4176",132,6,"2021-10-20","R4176","no"
"2022-08-16","4177",984,136,"2022-08-21","R4177","yes"
"2023-03-20","4178",188,14,"2023-03-26","R4178","no"
"2021-08-31","4179",409,48,"2021-09-04","R4179","no"
"2022-03-12","4180",377,43,"2022-03-17","R4180","no"
"2023-02-25","4181",292,30,"2023-03-03","R4181","no"
"2022-10-18","4182",385,44,"2022-10-24","R4182","no"
"2023-01-10","4183",251,24,"2023-01-16","R4183","no"
"2022-05-24","4184",564,72,"2022-05-29","R4184","no"
"2023-01-31","4185",416,49,"2023-02-06","R4185","no"
"2022-08-31","4186",666,87,"2022-09-05","R4186","no"
"2022-03-24","4187",356,40,"2022-03-29","R4187","no"
"2022-03-15","4188",742,99,"2022-03-20","R4188","no"
"2022-02-03","4189",562,71,"2022-02-08","R4189","no"
"2023-02-18","4190",632,82,"2023-02-24","R4190","no"
"2021-08-13","4191",941,129,"2021-08-17","R4191","yes"
"2022-11-01","4192",747,99,"2022-11-07","R4192","no"
"2021-10-30","4193",174,12,"2021-11-03","R4193","no"
"2022-07-04","4194",147,8,"2022-07-09","R4194","no"
"2022-05-17","4195",324,35,"2022-05-22","R4195","no"
"2022-01-22","4196",252,24,"2022-01-27","R4196","no"
"2022-05-22","4197",444,53,"2022-05-27","R4197","no"
"2022-02-16","4198",501,62,"2022-02-21","R4198","no"
"2021-08-11","4199",466,57,"2021-08-15","R4199","no"
"2022-01-10","4200",628,81,"2022-01-14","R4200","no"
"2022-01-24","4201",989,136,"2022-01-28","R4201","yes"
"2022-05-26","4202",908,124,"2022-05-31","R4202","no"
"2021-08-05","4203",419,49,"2021-08-09","R4203","no"
"2022-12-09","4204",219,19,"2022-12-15","R4204","no"
"2021-11-21","4205",348,39,"2021-11-25","R4205","no"
"2021-11-22","4206",248,24,"2021-11-27","R4206","no"
"2022-11-09","4207",670,88,"2022-11-14","R4207","no"
"2021-11-14","4208",433,52,"2021-11-19","R4208","no"
"2021-09-06","4209",621,80,"2021-09-10","R4209","no"
"2023-03-07","4210",260,25,"2023-03-13","R4210","no"
"2021-09-13","4211",439,53,"2021-09-17","R4211","no"
"2022-05-12","4212",595,76,"2022-05-17","R4212","no"
"2022-02-21","4213",743,99,"2022-02-25","R4213","no"
"2022-02-11","4214",819,110,"2022-02-15","R4214","no"
"2023-01-01","4215",294,30,"2023-01-07","R4215","no"
"2023-01-20","4216",675,89,"2023-01-25","R4216","no"
"2021-11-24","4217",967,133,"2021-11-28","R4217","yes"
"2021-10-18","4218",341,38,"2021-10-22","R4218","no"
"2021-11-17","4219",893,122,"2021-11-21","R4219","no"
"2022-07-09","4220",584,75,"2022-07-14","R4220","no"
"2022-07-07","4221",596,76,"2022-07-12","R4221","no"
"2022-03-07","4222",695,92,"2022-03-12","R4222","no"
"2022-01-05","4223",633,82,"2022-01-10","R4223","no"
"2021-09-12","4224",771,103,"2021-09-16","R4224","no"
"2021-09-17","4225",606,78,"2021-09-22","R4225","no"
"2022-04-25","4226",683,90,"2022-04-30","R4226","no"
"2022-03-29","4227",888,121,"2022-04-03","R4227","no"
"2022-05-16","4228",102,1,"2022-05-21","R4228","no"
"2023-01-30","4229",774,104,"2023-02-05","R4229","no"
"2022-09-28","4230",757,101,"2022-10-03","R4230","no"
"2021-10-31","4231",403,47,"2021-11-05","R4231","no"
"2023-02-27","4232",354,40,"2023-03-05","R4232","no"
"2021-10-04","4233",200,16,"2021-10-08","R4233","no"
"2021-10-04","4234",241,22,"2021-10-08","R4234","no"
"2023-02-12","4235",143,8,"2023-02-18","R4235","no"
"2023-03-02","4236",912,125,"2023-03-08","R4236","yes"
"2021-12-08","4237",352,39,"2021-12-12","R4237","no"
"2022-07-21","4238",743,99,"2022-07-26","R4238","no"
"2022-05-30","4239",669,88,"2022-06-04","R4239","no"
"2022-08-24","4240",437,52,"2022-08-29","R4240","no"
"2022-07-11","4241",690,91,"2022-07-16","R4241","no"
"2021-12-23","4242",653,85,"2021-12-28","R4242","no"
"2022-11-23","4243",850,115,"2022-11-29","R4243","no"
"2022-08-15","4244",177,13,"2022-08-20","R4244","no"
"2022-02-26","4245",983,135,"2022-03-02","R4245","yes"
"2021-11-24","4246",804,108,"2021-11-28","R4246","no"
"2021-09-02","4247",402,47,"2021-09-06","R4247","no"
"2022-11-17","4248",872,119,"2022-11-23","R4248","no"
"2022-10-09","4249",591,76,"2022-10-14","R4249","no"
"2022-01-18","4250",970,133,"2022-01-23","R4250","yes"
"2022-10-04","4251",898,122,"2022-10-09","R4251","no"
"2021-09-16","4252",902,123,"2021-09-20","R4252","no"
"2022-11-05","4253",523,65,"2022-11-11","R4253","no"
"2021-08-29","4254",279,28,"2021-09-02","R4254","no"
"2022-01-12","4255",364,41,"2022-01-17","R4255","no"
"2022-04-02","4256",706,93,"2022-04-07","R4256","no"
"2022-06-07","4257",652,85,"2022-06-12","R4257","no"
"2021-12-15","4258",376,43,"2021-12-19","R4258","no"
"2023-03-11","4259",747,99,"2023-03-17","R4259","no"
"2022-04-01","4260",965,133,"2022-04-06","R4260","yes"
"2022-08-07","4261",523,65,"2022-08-12","R4261","no"
"2021-12-01","4262",458,55,"2021-12-05","R4262","no"
"2022-09-25","4263",825,111,"2022-10-01","R4263","no"
"2022-09-05","4264",118,4,"2022-09-10","R4264","no"
"2022-03-12","4265",140,7,"2022-03-17","R4265","no"
"2023-01-07","4266",479,59,"2023-01-13","R4266","no"
"2023-03-10","4267",583,75,"2023-03-16","R4267","no"
"2021-10-21","4268",964,133,"2021-10-26","R4268","yes"
"2022-04-28","4269",226,20,"2022-05-03","R4269","no"
"2022-09-07","4270",299,31,"2022-09-12","R4270","no"
"2021-09-11","4271",482,59,"2021-09-15","R4271","no"
"2021-09-06","4272",204,17,"2021-09-11","R4272","no"
"2022-08-08","4273",662,86,"2022-08-14","R4273","no"
"2023-02-26","4274",757,101,"2023-03-04","R4274","no"
"2022-05-10","4275",626,81,"2022-05-15","R4275","no"
"2023-03-07","4276",216,19,"2023-03-13","R4276","no"
"2021-09-23","4277",330,36,"2021-09-27","R4277","no"
"2022-01-31","4278",404,47,"2022-02-04","R4278","no"
"2022-01-15","4279",515,64,"2022-01-20","R4279","no"
"2022-01-25","4280",638,83,"2022-01-29","R4280","no"
"2021-10-19","4281",441,53,"2021-10-23","R4281","no"
"2021-09-27","4282",775,104,"2021-10-01","R4282","no"
"2023-01-25","4283",555,70,"2023-01-31","R4283","no"
"2022-07-26","4284",888,121,"2022-07-31","R4284","no"
"2022-06-09","4285",407,48,"2022-06-14","R4285","no"
"2022-08-25","4286",192,15,"2022-08-30","R4286","no"
"2023-03-11","4287",912,125,"2023-03-17","R4287","yes"
"2021-09-24","4288",925,127,"2021-09-29","R4288","yes"
"2022-01-01","4289",810,109,"2022-01-05","R4289","no"
"2022-02-13","4290",518,65,"2022-02-17","R4290","no"
"2022-11-29","4291",566,72,"2022-12-05","R4291","no"
"2022-10-21","4292",857,116,"2022-10-26","R4292","no"
"2022-04-05","4293",190,15,"2022-04-10","R4293","no"
"2021-11-08","4294",405,47,"2021-11-12","R4294","no"
"2023-02-01","4295",645,84,"2023-02-07","R4295","no"
"2022-02-03","4296",321,35,"2022-02-08","R4296","no"
"2022-09-21","4297",175,12,"2022-09-27","R4297","no"
"2022-04-03","4298",300,32,"2022-04-08","R4298","no"
"2022-01-25","4299",494,61,"2022-01-30","R4299","no"
"2021-08-08","4300",220,19,"2021-08-12","R4300","no"
"2023-01-30","4301",766,102,"2023-02-05","R4301","no"
"2022-05-31","4302",843,114,"2022-06-05","R4302","no"
"2021-11-07","4303",974,134,"2021-11-11","R4303","yes"
"2023-02-01","4304",793,106,"2023-02-06","R4304","no"
"2022-06-23","4305",377,43,"2022-06-29","R4305","no"
"2022-11-04","4306",150,9,"2022-11-10","R4306","no"
"2022-03-28","4307",857,116,"2022-04-02","R4307","no"
"2022-08-11","4308",699,92,"2022-08-16","R4308","no"
"2022-02-07","4309",137,7,"2022-02-11","R4309","no"
"2022-04-26","4310",528,66,"2022-04-30","R4310","no"
"2022-03-21","4311",528,66,"2022-03-26","R4311","no"
"2022-06-17","4312",440,53,"2022-06-22","R4312","no"
"2022-02-15","4313",250,24,"2022-02-20","R4313","no"
"2022-11-15","4314",574,73,"2022-11-20","R4314","no"
"2022-04-14","4315",895,122,"2022-04-19","R4315","no"
"2022-03-29","4316",816,110,"2022-04-02","R4316","no"
"2021-11-04","4317",339,37,"2021-11-08","R4317","no"
"2021-08-23","4318",508,63,"2021-08-27","R4318","no"
"2022-08-06","4319",753,100,"2022-08-11","R4319","no"
"2022-11-14","4320",197,16,"2022-11-19","R4320","no"
"2021-09-30","4321",858,116,"2021-10-04","R4321","no"
"2022-02-10","4322",558,71,"2022-02-15","R4322","no"
"2021-11-25","4323",622,81,"2021-11-30","R4323","no"
"2022-01-19","4324",739,98,"2022-01-24","R4324","no"
"2021-08-09","4325",332,36,"2021-08-13","R4325","no"
"2023-01-31","4326",786,105,"2023-02-06","R4326","no"
"2022-05-25","4327",975,134,"2022-05-30","R4327","yes"
"2022-11-09","4328",899,123,"2022-11-15","R4328","no"
"2022-01-13","4329",339,37,"2022-01-17","R4329","no"
"2022-12-05","4330",550,69,"2022-12-10","R4330","no"
"2022-04-14","4331",617,80,"2022-04-19","R4331","no"
"2022-08-04","4332",310,33,"2022-08-09","R4332","no"
"2022-07-19","4333",394,46,"2022-07-24","R4333","no"
"2022-10-21","4334",119,4,"2022-10-26","R4334","no"
"2022-12-16","4335",284,29,"2022-12-22","R4335","no"
"2022-09-11","4336",464,56,"2022-09-16","R4336","no"
"2023-02-21","4337",620,80,"2023-02-27","R4337","no"
"2022-05-08","4338",440,53,"2022-05-13","R4338","no"
"2021-12-06","4339",705,93,"2021-12-10","R4339","no"
"2022-07-24","4340",114,3,"2022-07-29","R4340","no"
"2022-01-25","4341",788,106,"2022-01-30","R4341","no"
"2023-01-23","4342",520,65,"2023-01-29","R4342","no"
"2021-08-24","4343",338,37,"2021-08-28","R4343","no"
"2022-03-13","4344",239,22,"2022-03-17","R4344","no"
"2023-01-26","4345",761,102,"2023-02-01","R4345","no"
"2022-07-27","4346",731,97,"2022-08-01","R4346","no"
"2022-11-02","4347",728,97,"2022-11-07","R4347","no"
"2021-09-15","4348",354,40,"2021-09-20","R4348","no"
"2022-06-15","4349",187,14,"2022-06-20","R4349","no"
"2022-10-24","4350",465,57,"2022-10-30","R4350","no"
"2022-07-24","4351",667,87,"2022-07-29","R4351","no"
"2022-01-15","4352",107,2,"2022-01-19","R4352","no"
"2022-08-13","4353",533,67,"2022-08-18","R4353","no"
"2021-10-26","4354",957,131,"2021-10-30","R4354","yes"
"2022-11-27","4355",490,60,"2022-12-02","R4355","no"
"2023-01-05","4356",635,83,"2023-01-10","R4356","no"
"2022-05-02","4357",469,57,"2022-05-07","R4357","no"
"2021-08-10","4358",685,90,"2021-08-14","R4358","no"
"2023-02-28","4359",796,107,"2023-03-06","R4359","no"
"2023-02-19","4360",848,115,"2023-02-24","R4360","no"
"2022-09-25","4361",269,27,"2022-09-30","R4361","no"
"2021-10-19","4362",404,47,"2021-10-23","R4362","no"
"2022-08-22","4363",717,95,"2022-08-27","R4363","no"
"2022-09-04","4364",375,43,"2022-09-10","R4364","no"
"2021-10-01","4365",423,50,"2021-10-05","R4365","no"
"2023-01-18","4366",695,92,"2023-01-24","R4366","no"
"2022-08-19","4367",339,37,"2022-08-24","R4367","no"
"2022-09-08","4368",110,3,"2022-09-14","R4368","no"
"2023-01-19","4369",313,33,"2023-01-25","R4369","no"
"2022-08-27","4370",137,7,"2022-09-01","R4370","no"
"2022-02-20","4371",804,108,"2022-02-24","R4371","no"
"2021-10-02","4372",683,90,"2021-10-06","R4372","no"
"2021-11-10","4373",727,96,"2021-11-14","R4373","no"
"2022-05-10","4374",487,60,"2022-05-15","R4374","no"
"2023-01-04","4375",128,5,"2023-01-10","R4375","no"
"2022-02-20","4376",928,127,"2022-02-25","R4376","yes"
"2021-12-28","4377",973,134,"2022-01-02","R4377","yes"
"2023-02-15","4378",131,6,"2023-02-21","R4378","no"
"2022-05-30","4379",994,137,"2022-06-04","R4379","yes"
"2021-10-15","4380",702,93,"2021-10-19","R4380","no"
"2023-01-15","4381",482,59,"2023-01-21","R4381","no"
"2023-01-02","4382",397,46,"2023-01-08","R4382","no"
"2023-03-02","4383",467,57,"2023-03-08","R4383","no"
"2022-04-07","4384",694,91,"2022-04-12","R4384","no"
"2022-10-18","4385",447,54,"2022-10-23","R4385","no"
"2022-10-22","4386",870,118,"2022-10-27","R4386","no"
"2021-09-26","4387",743,99,"2021-09-30","R4387","no"
